39,  State-gov,  Bachelors,  Never-married,  Adm-clerical,  White,  Male,  United-States, 92579
33,  Private,  12th,  Never-married,  Protective-serv,  Black,  Male,  United-States, 16047
62,  Private,  Some-college,  Divorced,  Adm-clerical,  White,  Male,  United-States, 157522
38,  Private,  HS-grad,  Married-civ-spouse,  Craft-repair,  White,  Male,  Poland, 197385
19,  Private,  Some-college,  Never-married,  Other-service,  White,  Female,  United-States, 68699
30,  Private,  11th,  Married-civ-spouse,  Other-service,  Black,  Female,  United-States, 110836
38,  Private,  Some-college,  Divorced,  Sales,  White,  Female,  United-States, 150324
42,  Self-emp-not-inc,  HS-grad,  Married-civ-spouse,  Farming-fishing,  White,  Male,  United-States, 144453
49,  Self-emp-inc,  Some-college,  Divorced,  Sales,  White,  Male,  United-States, 83846
53,  Private,  Masters,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 181586
45,  Local-gov,  Some-college,  Married-civ-spouse,  Craft-repair,  White,  Male,  Mexico, 154940
24,  Private,  Some-college,  Never-married,  Adm-clerical,  Black,  Female,  United-States, 151485
29,  Private,  Assoc-voc,  Never-married,  Adm-clerical,  White,  Female,  United-States, 176143
24,  Private,  Some-college,  Never-married,  Sales,  White,  Female,  United-States, 150483
38,  Federal-gov,  Bachelors,  Married-civ-spouse,  Prof-specialty,  White,  Male,  ?, 175017
25,  Self-emp-inc,  Assoc-voc,  Never-married,  Transport-moving,  White,  Male,  United-States, 108186
51,  State-gov,  10th,  Married-civ-spouse,  Craft-repair,  Amer-Indian-Eskimo,  Male,  United-States, 50307
17,  ?,  11th,  Never-married,  ?,  White,  Female,  United-States, 178264
19,  Private,  Some-college,  Never-married,  Adm-clerical,  White,  Female,  United-States, 84113
38,  Private,  Some-college,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 142609
60,  Private,  HS-grad,  Divorced,  Other-service,  White,  Female,  United-States, 79250
29,  Self-emp-not-inc,  HS-grad,  Never-married,  Sales,  White,  Male,  United-States, 44168
66,  ?,  Some-college,  Widowed,  ?,  Black,  Female,  United-States, 136385
28,  Federal-gov,  10th,  Married-civ-spouse,  Other-service,  Amer-Indian-Eskimo,  Female,  United-States, 24119
36,  Private,  HS-grad,  Married-civ-spouse,  Prof-specialty,  White,  Male,  Ecuador, 113815
57,  ?,  HS-grad,  Married-civ-spouse,  ?,  Other,  Male,  Columbia, 82974
24,  Private,  Assoc-acdm,  Never-married,  Craft-repair,  White,  Male,  United-States, 122671
43,  Private,  Assoc-acdm,  Never-married,  Adm-clerical,  White,  Female,  United-States, 191138
29,  Self-emp-inc,  Prof-school,  Married-civ-spouse,  Prof-specialty,  White,  Male,  United-States, 39352
67,  Self-emp-not-inc,  Prof-school,  Married-civ-spouse,  Prof-specialty,  White,  Male,  United-States, 65830
20,  Private,  HS-grad,  Never-married,  Protective-serv,  White,  Male,  United-States, 187927
21,  Private,  Some-college,  Never-married,  Other-service,  Asian-Pac-Islander,  Male,  United-States, 131617
20,  Private,  10th,  Never-married,  Handlers-cleaners,  White,  Male,  United-States, 161802
42,  Private,  Assoc-acdm,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 61767
20,  Private,  Some-college,  Never-married,  Other-service,  White,  Female,  United-States, 156132
19,  Local-gov,  HS-grad,  Never-married,  Adm-clerical,  White,  Male,  United-States, 93213
34,  Private,  HS-grad,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 41679
40,  Local-gov,  Bachelors,  Never-married,  Prof-specialty,  White,  Female,  United-States, 133427
33,  Private,  Some-college,  Separated,  Other-service,  Black,  Female,  United-States, 169598
36,  Private,  Some-college,  Divorced,  Craft-repair,  White,  Female,  United-States, 23141
43,  Private,  Assoc-acdm,  Divorced,  Craft-repair,  White,  Male,  United-States, 122506
41,  Local-gov,  HS-grad,  Separated,  Other-service,  Black,  Female,  United-States, 83036
34,  State-gov,  HS-grad,  Married-civ-spouse,  Tech-support,  White,  Male,  United-States, 67527
33,  Private,  Assoc-acdm,  Married-civ-spouse,  Sales,  Other,  Male,  Japan, 169851
47,  Private,  HS-grad,  Married-civ-spouse,  Machine-op-inspct,  White,  Male,  United-States, 18138
41,  Private,  1st-4th,  Married-civ-spouse,  Sales,  White,  Male,  Mexico, 63196
40,  Private,  HS-grad,  Married-spouse-absent,  Craft-repair,  White,  Male,  United-States, 41391
28,  Private,  Bachelors,  Never-married,  Craft-repair,  Black,  Male,  United-States, 64243
62,  Self-emp-not-inc,  HS-grad,  Married-civ-spouse,  Sales,  White,  Male,  United-States, 14514
29,  Private,  HS-grad,  Divorced,  Adm-clerical,  White,  Female,  United-States, 24990
46,  Private,  Some-college,  Divorced,  Adm-clerical,  White,  Female,  United-States, 85412
28,  Private,  HS-grad,  Never-married,  Other-service,  White,  Male,  United-States, 188873
57,  Federal-gov,  HS-grad,  Divorced,  Adm-clerical,  White,  Female,  United-States, 132952
22,  Private,  Some-college,  Never-married,  Sales,  White,  Female,  United-States, 136031
28,  Local-gov,  Assoc-acdm,  Never-married,  Adm-clerical,  White,  Female,  United-States, 94040
24,  Private,  Bachelors,  Never-married,  Adm-clerical,  White,  Female,  United-States, 59974
54,  Self-emp-not-inc,  Bachelors,  Divorced,  Farming-fishing,  White,  Male,  United-States, 107063
22,  Private,  11th,  Separated,  Craft-repair,  White,  Male,  United-States, 72855
36,  State-gov,  Bachelors,  Never-married,  Protective-serv,  Black,  Female,  United-States, 99292
50,  Private,  Some-college,  Divorced,  Adm-clerical,  White,  Female,  United-States, 75508
18,  Private,  11th,  Never-married,  Handlers-cleaners,  White,  Male,  United-States, 199077
52,  State-gov,  Assoc-acdm,  Married-civ-spouse,  Sales,  White,  Male,  United-States, 66179
41,  Private,  7th-8th,  Married-civ-spouse,  Other-service,  White,  Male,  ?, 124329
21,  ?,  HS-grad,  Never-married,  ?,  White,  Female,  United-States, 50320
36,  Private,  Bachelors,  Never-married,  Sales,  White,  Female,  United-States, 140258
34,  Self-emp-not-inc,  Bachelors,  Never-married,  Prof-specialty,  White,  Female,  United-States, 71078
21,  Private,  Assoc-voc,  Never-married,  Craft-repair,  White,  Male,  United-States, 41563
46,  Private,  HS-grad,  Never-married,  Exec-managerial,  White,  Male,  United-States, 93330
57,  ?,  Some-college,  Married-civ-spouse,  ?,  White,  Male,  United-States, 27576
61,  Local-gov,  Masters,  Never-married,  Prof-specialty,  White,  Female,  United-States, 38169
22,  State-gov,  Some-college,  Never-married,  Transport-moving,  White,  Male,  United-States, 58078
33,  ?,  11th,  Divorced,  ?,  White,  Male,  United-States, 94138
36,  State-gov,  Prof-school,  Married-civ-spouse,  Prof-specialty,  White,  Female,  United-States, 191997
43,  Local-gov,  Masters,  Divorced,  Prof-specialty,  White,  Female,  United-States, 68394
25,  Private,  Assoc-acdm,  Married-civ-spouse,  Adm-clerical,  Asian-Pac-Islander,  Female,  India, 134979
17,  Private,  10th,  Never-married,  Priv-house-serv,  White,  Male,  United-States, 88938
45,  Private,  Assoc-voc,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 44253
30,  Private,  Prof-school,  Never-married,  Prof-specialty,  White,  Male,  United-States, 59736
40,  Private,  Masters,  Never-married,  Prof-specialty,  White,  Male,  United-States, 177025
31,  Local-gov,  Masters,  Never-married,  Exec-managerial,  White,  Male,  United-States, 73527
42,  Private,  Bachelors,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 91771
53,  Private,  HS-grad,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 12298
37,  Private,  1st-4th,  Married-civ-spouse,  Transport-moving,  White,  Male,  Cuba, 107595
37,  State-gov,  HS-grad,  Married-spouse-absent,  Other-service,  White,  Female,  United-States, 138154
54,  Private,  Some-college,  Married-civ-spouse,  Sales,  White,  Female,  United-States, 20355
36,  Private,  HS-grad,  Divorced,  Other-service,  White,  Female,  United-States, 181285
46,  Private,  Some-college,  Divorced,  Adm-clerical,  White,  Female,  United-States, 102985
46,  Private,  Bachelors,  Married-civ-spouse,  Sales,  White,  Male,  United-States, 172044
32,  Private,  9th,  Married-civ-spouse,  Transport-moving,  White,  Male,  United-States, 66204
17,  Private,  11th,  Never-married,  Craft-repair,  White,  Male,  United-States, 164420
42,  State-gov,  Bachelors,  Divorced,  Prof-specialty,  Black,  Male,  United-States, 191975
37,  Local-gov,  HS-grad,  Never-married,  Craft-repair,  White,  Male,  United-States, 105619
29,  Private,  HS-grad,  Married-civ-spouse,  Machine-op-inspct,  White,  Male,  United-States, 152399
54,  Private,  Bachelors,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 181805
38,  Private,  12th,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 42334
46,  Local-gov,  HS-grad,  Married-civ-spouse,  Transport-moving,  White,  Male,  United-States, 16775
24,  Private,  HS-grad,  Married-civ-spouse,  Handlers-cleaners,  White,  Male,  United-States, 58191
57,  Private,  1st-4th,  Married-civ-spouse,  Handlers-cleaners,  White,  Male,  Portugal, 198385
59,  Private,  1st-4th,  Married-civ-spouse,  Machine-op-inspct,  White,  Male,  United-States, 55603
33,  Private,  Bachelors,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 16279
35,  Private,  HS-grad,  Divorced,  Other-service,  Black,  Female,  United-States, 171543
53,  Private,  HS-grad,  Married-civ-spouse,  Machine-op-inspct,  White,  Male,  United-States, 192995
26,  Private,  HS-grad,  Never-married,  Machine-op-inspct,  White,  Male,  United-States, 79727
55,  Self-emp-not-inc,  Masters,  Married-civ-spouse,  Sales,  White,  Male,  United-States, 83021
46,  Private,  HS-grad,  Separated,  Other-service,  Black,  Female,  Jamaica, 162693
44,  State-gov,  Bachelors,  Married-civ-spouse,  Prof-specialty,  Amer-Indian-Eskimo,  Male,  United-States, 126186
30,  Self-emp-not-inc,  Assoc-voc,  Married-civ-spouse,  Sales,  White,  Male,  Germany, 67263
24,  Private,  Some-college,  Never-married,  Handlers-cleaners,  White,  Male,  United-States, 134850
32,  Private,  10th,  Married-spouse-absent,  Other-service,  Black,  Female,  United-States, 74525
35,  Private,  Bachelors,  Never-married,  Sales,  White,  Female,  United-States, 17089
67,  Private,  Masters,  Married-civ-spouse,  Sales,  White,  Male,  United-States, 147068
56,  Self-emp-not-inc,  Bachelors,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 139350
26,  Private,  Masters,  Never-married,  Prof-specialty,  Asian-Pac-Islander,  Male,  India, 145773
46,  Private,  Assoc-acdm,  Widowed,  Tech-support,  White,  Female,  United-States, 65133
52,  Private,  HS-grad,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 147144
38,  Self-emp-not-inc,  Some-college,  Divorced,  Craft-repair,  White,  Male,  United-States, 53029
31,  Private,  HS-grad,  Divorced,  Sales,  Black,  Male,  United-States, 105370
53,  Private,  HS-grad,  Separated,  Transport-moving,  White,  Male,  United-States, 13009
27,  Private,  HS-grad,  Never-married,  Handlers-cleaners,  Black,  Male,  United-States, 196709
39,  Private,  Bachelors,  Never-married,  Adm-clerical,  White,  Female,  United-States, 137702
22,  Private,  HS-grad,  Never-married,  Machine-op-inspct,  White,  Male,  United-States, 169083
37,  Private,  Some-college,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 19897
20,  Private,  HS-grad,  Never-married,  Adm-clerical,  White,  Male,  Nicaragua, 198803
60,  Local-gov,  HS-grad,  Married-civ-spouse,  Protective-serv,  White,  Male,  United-States, 115028
51,  Private,  Assoc-voc,  Divorced,  Tech-support,  Black,  Female,  United-States, 84483
57,  Federal-gov,  Prof-school,  Divorced,  Prof-specialty,  White,  Female,  United-States, 63861
59,  Private,  Some-college,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 130144
37,  Private,  HS-grad,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 90614
35,  Private,  HS-grad,  Married-civ-spouse,  Handlers-cleaners,  White,  Female,  United-States, 113623
43,  Private,  Some-college,  Married-civ-spouse,  Sales,  White,  Male,  United-States, 104705
17,  Private,  12th,  Never-married,  Other-service,  White,  Male,  United-States, 41952
45,  Private,  Bachelors,  Married-civ-spouse,  Prof-specialty,  White,  Male,  United-States, 105463
18,  Private,  HS-grad,  Never-married,  Sales,  White,  Female,  United-States, 155564
52,  Private,  12th,  Separated,  Machine-op-inspct,  White,  Female,  Cuba, 170483
18,  Private,  Some-college,  Never-married,  Handlers-cleaners,  White,  Male,  United-States, 118199
20,  Private,  Some-college,  Never-married,  Handlers-cleaners,  Black,  Male,  Germany, 96126
34,  Private,  HS-grad,  Never-married,  Tech-support,  White,  Male,  United-States, 115937
19,  Private,  HS-grad,  Never-married,  Machine-op-inspct,  Black,  Female,  United-States, 160007
18,  ?,  12th,  Never-married,  ?,  White,  Female,  United-States, 89549
17,  Local-gov,  9th,  Never-married,  Other-service,  White,  Male,  United-States, 61246
30,  Federal-gov,  Bachelors,  Never-married,  Adm-clerical,  White,  Female,  United-States, 143787
29,  Private,  Bachelors,  Never-married,  Craft-repair,  White,  Female,  United-States, 175102
30,  Private,  Some-college,  Divorced,  Exec-managerial,  White,  Male,  United-States, 77727
18,  Private,  9th,  Never-married,  Other-service,  White,  Male,  ?, 23823
50,  State-gov,  Bachelors,  Divorced,  Adm-clerical,  Black,  Female,  United-States, 184842
22,  Private,  HS-grad,  Never-married,  Sales,  White,  Male,  United-States, 144160
21,  Private,  HS-grad,  Never-married,  Adm-clerical,  White,  Female,  United-States, 175668
39,  Self-emp-not-inc,  9th,  Married-civ-spouse,  Farming-fishing,  White,  Male,  Cuba, 33997
20,  Private,  Some-college,  Never-married,  Other-service,  White,  Female,  United-States, 25358
62,  Private,  Assoc-acdm,  Widowed,  Other-service,  White,  Female,  United-States, 157294
32,  Private,  Some-college,  Divorced,  Exec-managerial,  White,  Female,  United-States, 191641
38,  Private,  Assoc-acdm,  Married-civ-spouse,  Tech-support,  White,  Male,  United-States, 184448
32,  Private,  Some-college,  Separated,  Tech-support,  Black,  Female,  United-States, 71657
55,  Private,  Bachelors,  Married-civ-spouse,  Adm-clerical,  White,  Female,  United-States, 134152
38,  Private,  Masters,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 97667
34,  Private,  11th,  Never-married,  Other-service,  White,  Male,  United-States, 190254
28,  Private,  HS-grad,  Never-married,  Other-service,  White,  Male,  United-States, 132849
26,  Private,  Some-college,  Never-married,  Sales,  White,  Female,  United-States, 149080
41,  Private,  HS-grad,  Married-civ-spouse,  Sales,  White,  Male,  United-States, 187643
61,  State-gov,  Doctorate,  Married-civ-spouse,  Prof-specialty,  White,  Male,  United-States, 80885
75,  Self-emp-not-inc,  HS-grad,  Married-civ-spouse,  Farming-fishing,  White,  Male,  United-States, 19971
21,  Private,  Assoc-voc,  Married-civ-spouse,  Other-service,  White,  Female,  Mexico, 24021
50,  Private,  HS-grad,  Married-civ-spouse,  Handlers-cleaners,  White,  Male,  United-States, 188495
49,  Self-emp-inc,  Some-college,  Married-civ-spouse,  Exec-managerial,  White,  Male,  ?, 138422
26,  Private,  HS-grad,  Married-civ-spouse,  Transport-moving,  White,  Male,  United-States, 101215
39,  Private,  7th-8th,  Never-married,  Other-service,  White,  Male,  Mexico, 134776
24,  Self-emp-not-inc,  Some-college,  Never-married,  Prof-specialty,  Asian-Pac-Islander,  Male,  United-States, 16183
56,  Private,  HS-grad,  Married-civ-spouse,  Handlers-cleaners,  White,  Male,  United-States, 175740
