22 - 36, government, pre-primary, *, *, *, *, north-america, 10075
40, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 54934
40, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 86759
40, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 95709
40, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 48485
40, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 55617
40, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 116764
40, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 72029
40, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 70680
40, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 93462
41, private, bachelors, married-civ-spouse, exec-managerial, *, male, united-states, 115418
41, private, bachelors, married-civ-spouse, exec-managerial, *, male, united-states, 70984
41, private, bachelors, married-civ-spouse, exec-managerial, *, male, united-states, 77091
41, private, bachelors, married-civ-spouse, exec-managerial, *, male, united-states, 111608
41, private, bachelors, married-civ-spouse, exec-managerial, *, male, united-states, 97739
41, private, bachelors, married-civ-spouse, exec-managerial, *, male, united-states, 100132
41, private, bachelors, married-civ-spouse, exec-managerial, *, male, united-states, 111034
41, private, bachelors, married-civ-spouse, exec-managerial, *, male, united-states, 71044
41, private, bachelors, married-civ-spouse, exec-managerial, *, male, united-states, 71163
41, private, bachelors, married-civ-spouse, exec-managerial, *, male, united-states, 82093
41, private, bachelors, married-civ-spouse, exec-managerial, *, male, united-states, 109183
41, private, bachelors, married-civ-spouse, exec-managerial, *, male, united-states, 62096
41, private, bachelors, married-civ-spouse, exec-managerial, *, male, united-states, 44830
42, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 91377
42, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 108471
42, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 100826
42, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 49080
42, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 49672
42, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 41295
42, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 104560
42, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 59325
42, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 51195
42, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 109863
42, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 72513
42, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 87356
42, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 53566
42, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 40987
42, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 50910
42, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 58413
42, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 109377
43 - 44, private, bachelors, married-civ-spouse, exec-managerial, *, male, north-america, 117652
43 - 44, private, bachelors, married-civ-spouse, exec-managerial, *, male, north-america, 45412
43 - 44, private, bachelors, married-civ-spouse, exec-managerial, *, male, north-america, 92887
43 - 44, private, bachelors, married-civ-spouse, exec-managerial, *, male, north-america, 105895
43 - 44, private, bachelors, married-civ-spouse, exec-managerial, *, male, north-america, 106149
43 - 44, private, bachelors, married-civ-spouse, exec-managerial, *, male, north-america, 61726
43 - 44, private, bachelors, married-civ-spouse, exec-managerial, *, male, north-america, 75917
43 - 44, private, bachelors, married-civ-spouse, exec-managerial, *, male, north-america, 53742
43 - 44, private, bachelors, married-civ-spouse, exec-managerial, *, male, north-america, 58437
43 - 44, private, bachelors, married-civ-spouse, exec-managerial, *, male, north-america, 105806
43 - 44, private, bachelors, married-civ-spouse, exec-managerial, *, male, north-america, 80165
43 - 44, private, bachelors, married-civ-spouse, exec-managerial, *, male, north-america, 112071
43 - 44, private, bachelors, married-civ-spouse, exec-managerial, *, male, north-america, 55166
43 - 44, private, bachelors, married-civ-spouse, exec-managerial, *, male, north-america, 98962
43 - 44, private, bachelors, married-civ-spouse, exec-managerial, *, male, north-america, 62029
43 - 44, private, bachelors, married-civ-spouse, exec-managerial, *, male, north-america, 72708
43 - 44, private, bachelors, married-civ-spouse, exec-managerial, *, male, north-america, 114783
43 - 44, private, bachelors, married-civ-spouse, exec-managerial, *, male, north-america, 50496
43 - 44, private, bachelors, married-civ-spouse, exec-managerial, *, male, north-america, 61126
43 - 44, private, bachelors, married-civ-spouse, exec-managerial, *, male, north-america, 119320
43 - 44, private, bachelors, married-civ-spouse, exec-managerial, *, male, north-america, 111132
43 - 44, private, bachelors, married-civ-spouse, exec-managerial, *, male, north-america, 75182
43 - 44, private, bachelors, married-civ-spouse, exec-managerial, *, male, north-america, 96228
43 - 44, private, bachelors, married-civ-spouse, exec-managerial, *, male, north-america, 65694
43 - 44, private, bachelors, married-civ-spouse, exec-managerial, *, male, north-america, 55674
43 - 44, private, bachelors, married-civ-spouse, exec-managerial, *, male, north-america, 80116
43 - 44, private, bachelors, married-civ-spouse, exec-managerial, *, male, north-america, 55100
43 - 44, private, bachelors, married-civ-spouse, exec-managerial, *, male, north-america, 114801
43 - 44, private, bachelors, married-civ-spouse, exec-managerial, *, male, north-america, 50575
43 - 44, private, bachelors, married-civ-spouse, exec-managerial, *, male, north-america, 58910
43 - 44, private, bachelors, married-civ-spouse, exec-managerial, *, male, north-america, 60322
43 - 44, private, bachelors, married-civ-spouse, exec-managerial, *, male, north-america, 44450
43 - 44, private, bachelors, married-civ-spouse, exec-managerial, *, male, north-america, 108759
43 - 44, private, bachelors, married-civ-spouse, exec-managerial, *, male, north-america, 71035
43 - 44, private, bachelors, married-civ-spouse, exec-managerial, *, male, north-america, 100246
43 - 44, private, bachelors, married-civ-spouse, exec-managerial, *, male, north-america, 52531
43 - 44, private, bachelors, married-civ-spouse, exec-managerial, *, male, north-america, 75267
43 - 44, private, bachelors, married-civ-spouse, exec-managerial, *, male, north-america, 65411
43 - 44, private, bachelors, married-civ-spouse, exec-managerial, *, male, north-america, 68893
43 - 44, private, bachelors, married-civ-spouse, exec-managerial, *, male, north-america, 74438
43 - 44, private, bachelors, married-civ-spouse, exec-managerial, *, male, north-america, 74354
43 - 44, private, bachelors, married-civ-spouse, exec-managerial, *, male, north-america, 56585
43 - 44, private, bachelors, married-civ-spouse, exec-managerial, *, male, north-america, 114476
43 - 44, private, bachelors, married-civ-spouse, exec-managerial, *, male, north-america, 97607
43 - 44, private, bachelors, married-civ-spouse, exec-managerial, *, male, north-america, 49139
43 - 44, private, bachelors, married-civ-spouse, exec-managerial, *, male, north-america, 110106
43 - 44, private, bachelors, married-civ-spouse, exec-managerial, *, male, north-america, 79991
45, private, bachelors, married-civ-spouse, exec-managerial, white, male, north-america, 116406
45, private, bachelors, married-civ-spouse, exec-managerial, white, male, north-america, 48283
45, private, bachelors, married-civ-spouse, exec-managerial, white, male, north-america, 114797
45, private, bachelors, married-civ-spouse, exec-managerial, white, male, north-america, 77782
45, private, bachelors, married-civ-spouse, exec-managerial, white, male, north-america, 90735
45, private, bachelors, married-civ-spouse, exec-managerial, white, male, north-america, 59687
45, private, bachelors, married-civ-spouse, exec-managerial, white, male, north-america, 109983
45, private, bachelors, married-civ-spouse, exec-managerial, white, male, north-america, 81664
45, private, bachelors, married-civ-spouse, exec-managerial, white, male, north-america, 90158
45, private, bachelors, married-civ-spouse, exec-managerial, white, male, north-america, 73885
45, private, bachelors, married-civ-spouse, exec-managerial, white, male, north-america, 61512
45, private, bachelors, married-civ-spouse, exec-managerial, white, male, north-america, 100486
45, private, bachelors, married-civ-spouse, exec-managerial, white, male, north-america, 80650
45, private, bachelors, married-civ-spouse, exec-managerial, white, male, north-america, 74334
45, private, bachelors, married-civ-spouse, exec-managerial, white, male, north-america, 119695
45, private, bachelors, married-civ-spouse, exec-managerial, white, male, north-america, 57478
45, private, bachelors, married-civ-spouse, exec-managerial, white, male, north-america, 52335
45, private, bachelors, married-civ-spouse, exec-managerial, white, male, north-america, 113236
45, private, bachelors, married-civ-spouse, exec-managerial, white, male, north-america, 85589
46, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 57833
46, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 108454
46, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 118697
46, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 80892
46, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 103564
46, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 47467
46, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 67210
46, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 59841
46, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 115940
46, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 110736
46, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 93862
46, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 57046
46, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 54364
46, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 116728
46, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 113896
46, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 85109
46, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 109759
