17 - 27, *, pre-primary, *, *, *, *, *, 9010
38 - 45, *, post-doctorate, not-married, *, *, male, *, 98329
38 - 45, *, post-doctorate, not-married, *, *, male, *, 118527
38 - 45, *, post-doctorate, not-married, *, *, male, *, 65930
38 - 45, *, post-doctorate, not-married, *, *, male, *, 117110
38 - 45, *, post-doctorate, not-married, *, *, male, *, 105401
38 - 45, *, post-doctorate, not-married, *, *, male, *, 62048
38 - 45, *, post-doctorate, not-married, *, *, male, *, 110270
38 - 45, *, post-doctorate, not-married, *, *, male, *, 87604
38 - 45, *, post-doctorate, not-married, *, *, male, *, 107639
38 - 45, *, post-doctorate, not-married, *, *, male, *, 59376
38 - 45, *, post-doctorate, not-married, *, *, male, *, 88849
38 - 45, *, post-doctorate, not-married, *, *, male, *, 114055
38 - 45, *, post-doctorate, not-married, *, *, male, *, 85953
38 - 45, *, post-doctorate, not-married, *, *, male, *, 110557
38 - 45, *, post-doctorate, not-married, *, *, male, *, 83742
38 - 45, *, post-doctorate, not-married, *, *, male, *, 117692
38 - 45, *, post-doctorate, not-married, *, *, male, *, 120870
38 - 45, *, post-doctorate, not-married, *, *, male, *, 55330
38 - 45, *, post-doctorate, not-married, *, *, male, *, 111070
38 - 45, *, post-doctorate, not-married, *, *, male, *, 103271
38 - 45, *, post-doctorate, not-married, *, *, male, *, 86876
38 - 45, *, post-doctorate, not-married, *, *, male, *, 115509
38 - 45, *, post-doctorate, not-married, *, *, male, *, 77331
38 - 45, *, post-doctorate, not-married, *, *, male, *, 84900
38 - 45, *, post-doctorate, not-married, *, *, male, *, 79293
38 - 45, *, post-doctorate, not-married, *, *, male, *, 121518
38 - 45, *, post-doctorate, not-married, *, *, male, *, 103254
38 - 45, *, post-doctorate, not-married, *, *, male, *, 124204
38 - 45, *, post-doctorate, not-married, *, *, male, *, 58335
38 - 45, *, post-doctorate, not-married, *, *, male, *, 54850
38 - 45, *, post-doctorate, not-married, *, *, male, *, 65621
38 - 45, *, post-doctorate, not-married, *, *, male, *, 112394
38 - 45, *, post-doctorate, not-married, *, *, male, *, 129104
38 - 45, *, post-doctorate, not-married, *, *, male, *, 94706
38 - 45, *, post-doctorate, not-married, *, *, male, *, 138266
38 - 45, *, post-doctorate, not-married, *, *, male, *, 83316
38 - 45, *, post-doctorate, not-married, *, *, male, *, 128630
38 - 45, *, post-doctorate, not-married, *, *, male, *, 108258
38 - 45, *, post-doctorate, not-married, *, *, male, *, 115755
38 - 45, *, post-doctorate, not-married, *, *, male, *, 90931
38 - 45, *, post-doctorate, not-married, *, *, male, *, 61837
38 - 45, *, post-doctorate, not-married, *, *, male, *, 129256
46 - 79, *, post-doctorate, not-married, *, *, male, *, 76345
46 - 79, *, post-doctorate, not-married, *, *, male, *, 99774
46 - 79, *, post-doctorate, not-married, *, *, male, *, 72679
46 - 79, *, post-doctorate, not-married, *, *, male, *, 82698
46 - 79, *, post-doctorate, not-married, *, *, male, *, 78444
46 - 79, *, post-doctorate, not-married, *, *, male, *, 108750
46 - 79, *, post-doctorate, not-married, *, *, male, *, 56542
46 - 79, *, post-doctorate, not-married, *, *, male, *, 128530
46 - 79, *, post-doctorate, not-married, *, *, male, *, 98209
46 - 79, *, post-doctorate, not-married, *, *, male, *, 116023
46 - 79, *, post-doctorate, not-married, *, *, male, *, 53983
46 - 79, *, post-doctorate, not-married, *, *, male, *, 58131
46 - 79, *, post-doctorate, not-married, *, *, male, *, 133541
46 - 79, *, post-doctorate, not-married, *, *, male, *, 77288
46 - 79, *, post-doctorate, not-married, *, *, male, *, 86695
46 - 79, *, post-doctorate, not-married, *, *, male, *, 58847
46 - 79, *, post-doctorate, not-married, *, *, male, *, 52495
46 - 79, *, post-doctorate, not-married, *, *, male, *, 115083
46 - 79, *, post-doctorate, not-married, *, *, male, *, 66218
46 - 79, *, post-doctorate, not-married, *, *, male, *, 138674
46 - 79, *, post-doctorate, not-married, *, *, male, *, 97615
46 - 79, *, post-doctorate, not-married, *, *, male, *, 56080
46 - 79, *, post-doctorate, not-married, *, *, male, *, 112614
46 - 79, *, post-doctorate, not-married, *, *, male, *, 64634
46 - 79, *, post-doctorate, not-married, *, *, male, *, 65204
46 - 79, *, post-doctorate, not-married, *, *, male, *, 69355
46 - 79, *, post-doctorate, not-married, *, *, male, *, 57018
46 - 79, *, post-doctorate, not-married, *, *, male, *, 68988
46 - 79, *, post-doctorate, not-married, *, *, male, *, 136080
46 - 79, *, post-doctorate, not-married, *, *, male, *, 103957
46 - 79, *, post-doctorate, not-married, *, *, male, *, 114364
46 - 79, *, post-doctorate, not-married, *, *, male, *, 118600
46 - 79, *, post-doctorate, not-married, *, *, male, *, 81015
46 - 79, *, post-doctorate, not-married, *, *, male, *, 75088
46 - 79, *, post-doctorate, not-married, *, *, male, *, 55685
46 - 79, *, post-doctorate, not-married, *, *, male, *, 86107
46 - 79, *, post-doctorate, not-married, *, *, male, *, 56660
46 - 79, *, post-doctorate, not-married, *, *, male, *, 90215
46 - 79, *, post-doctorate, not-married, *, *, male, *, 114964
46 - 79, *, post-doctorate, not-married, *, *, male, *, 65451
46 - 79, *, post-doctorate, not-married, *, *, male, *, 94598
46 - 79, *, post-doctorate, not-married, *, *, male, *, 94383
46 - 79, *, post-doctorate, not-married, *, *, male, *, 139839
46 - 79, *, post-doctorate, not-married, *, *, male, *, 71879
46 - 79, *, post-doctorate, not-married, *, *, male, *, 82766
46 - 79, *, post-doctorate, not-married, *, *, male, *, 104078
46 - 79, *, post-doctorate, not-married, *, *, male, *, 86648
46 - 79, *, post-doctorate, not-married, *, *, male, *, 109640
46 - 79, *, post-doctorate, not-married, *, *, male, *, 55573
46 - 79, *, post-doctorate, not-married, *, *, male, *, 50954
46 - 79, *, post-doctorate, not-married, *, *, male, *, 60515
46 - 79, *, post-doctorate, not-married, *, *, male, *, 137059
46 - 79, *, post-doctorate, not-married, *, *, male, *, 133324
46 - 79, *, post-doctorate, not-married, *, *, male, *, 91659
46 - 79, *, post-doctorate, not-married, *, *, male, *, 131327
46 - 79, *, post-doctorate, not-married, *, *, male, *, 121394
46 - 79, *, post-doctorate, not-married, *, *, male, *, 129425
46 - 79, *, post-doctorate, not-married, *, *, male, *, 134466
46 - 79, *, post-doctorate, not-married, *, *, male, *, 61947
46 - 79, *, post-doctorate, not-married, *, *, male, *, 51595
46 - 79, *, post-doctorate, not-married, *, *, male, *, 55599
46 - 79, *, post-doctorate, not-married, *, *, male, *, 139328
46 - 79, *, post-doctorate, not-married, *, *, male, *, 113837
46 - 79, *, post-doctorate, not-married, *, *, male, *, 106999
46 - 79, *, post-doctorate, not-married, *, *, male, *, 116205
46 - 79, *, post-doctorate, not-married, *, *, male, *, 131157
46 - 79, *, post-doctorate, not-married, *, *, male, *, 97100
46 - 79, *, post-doctorate, not-married, *, *, male, *, 74555
46 - 79, *, post-doctorate, not-married, *, *, male, *, 61806
46 - 79, *, post-doctorate, not-married, *, *, male, *, 84066
46 - 79, *, post-doctorate, not-married, *, *, male, *, 138147
46 - 79, *, post-doctorate, not-married, *, *, male, *, 86737
46 - 79, *, post-doctorate, not-married, *, *, male, *, 89235
46 - 79, *, post-doctorate, not-married, *, *, male, *, 98409
46 - 79, *, post-doctorate, not-married, *, *, male, *, 61679
46 - 79, *, post-doctorate, not-married, *, *, male, *, 130007
46 - 79, *, post-doctorate, not-married, *, *, male, *, 121233
46 - 79, *, post-doctorate, not-married, *, *, male, *, 95740
46 - 79, *, post-doctorate, not-married, *, *, male, *, 91347
46 - 79, *, post-doctorate, not-married, *, *, male, *, 76121
46 - 79, *, post-doctorate, not-married, *, *, male, *, 114473
46 - 79, *, post-doctorate, not-married, *, *, male, *, 90524
46 - 79, *, post-doctorate, not-married, *, *, male, *, 129612
46 - 79, *, post-doctorate, not-married, *, *, male, *, 89401
46 - 79, *, post-doctorate, not-married, *, *, male, *, 82423
46 - 79, *, post-doctorate, not-married, *, *, male, *, 113382
46 - 79, *, post-doctorate, not-married, *, *, male, *, 89817
46 - 79, *, post-doctorate, not-married, *, *, male, *, 75455
46 - 79, *, post-doctorate, not-married, *, *, male, *, 76954
46 - 79, *, post-doctorate, not-married, *, *, male, *, 133809
46 - 79, *, post-doctorate, not-married, *, *, male, *, 53391
46 - 79, *, post-doctorate, not-married, *, *, male, *, 83388
46 - 79, *, post-doctorate, not-married, *, *, male, *, 106370
46 - 79, *, post-doctorate, not-married, *, *, male, *, 96021
46 - 79, *, post-doctorate, not-married, *, *, male, *, 63326
46 - 79, *, post-doctorate, not-married, *, *, male, *, 95625
46 - 79, *, post-doctorate, not-married, *, *, male, *, 134356
46 - 79, *, post-doctorate, not-married, *, *, male, *, 86674
46 - 79, *, post-doctorate, not-married, *, *, male, *, 68159
46 - 79, *, post-doctorate, not-married, *, *, male, *, 104755
46 - 79, *, post-doctorate, not-married, *, *, male, *, 116415
46 - 79, *, post-doctorate, not-married, *, *, male, *, 87862
46 - 79, *, post-doctorate, not-married, *, *, male, *, 117865
38 - 46, *, post-doctorate, not-married, *, *, female, *, 97496
38 - 46, *, post-doctorate, not-married, *, *, female, *, 101927
38 - 46, *, post-doctorate, not-married, *, *, female, *, 135579
38 - 46, *, post-doctorate, not-married, *, *, female, *, 57649
38 - 46, *, post-doctorate, not-married, *, *, female, *, 113888
38 - 46, *, post-doctorate, not-married, *, *, female, *, 79270
38 - 46, *, post-doctorate, not-married, *, *, female, *, 73334
38 - 46, *, post-doctorate, not-married, *, *, female, *, 120072
38 - 46, *, post-doctorate, not-married, *, *, female, *, 69217
38 - 46, *, post-doctorate, not-married, *, *, female, *, 115637
38 - 46, *, post-doctorate, not-married, *, *, female, *, 60548
38 - 46, *, post-doctorate, not-married, *, *, female, *, 131630
38 - 46, *, post-doctorate, not-married, *, *, female, *, 98825
38 - 46, *, post-doctorate, not-married, *, *, female, *, 108543
38 - 46, *, post-doctorate, not-married, *, *, female, *, 53743
38 - 46, *, post-doctorate, not-married, *, *, female, *, 58841
38 - 46, *, post-doctorate, not-married, *, *, female, *, 103659
38 - 46, *, post-doctorate, not-married, *, *, female, *, 63688
38 - 46, *, post-doctorate, not-married, *, *, female, *, 53062
38 - 46, *, post-doctorate, not-married, *, *, female, *, 59853
38 - 46, *, post-doctorate, not-married, *, *, female, *, 65128
38 - 46, *, post-doctorate, not-married, *, *, female, *, 117068
38 - 46, *, post-doctorate, not-married, *, *, female, *, 81514
38 - 46, *, post-doctorate, not-married, *, *, female, *, 69932
38 - 46, *, post-doctorate, not-married, *, *, female, *, 128457
38 - 46, *, post-doctorate, not-married, *, *, female, *, 77044
38 - 46, *, post-doctorate, not-married, *, *, female, *, 57248
38 - 46, *, post-doctorate, not-married, *, *, female, *, 108188
38 - 46, *, post-doctorate, not-married, *, *, female, *, 119197
38 - 46, *, post-doctorate, not-married, *, *, female, *, 137481
38 - 46, *, post-doctorate, not-married, *, *, female, *, 120819
38 - 46, *, post-doctorate, not-married, *, *, female, *, 122491
38 - 46, *, post-doctorate, not-married, *, *, female, *, 66255
38 - 46, *, post-doctorate, not-married, *, *, female, *, 139826
38 - 46, *, post-doctorate, not-married, *, *, female, *, 110469
38 - 46, *, post-doctorate, not-married, *, *, female, *, 62059
38 - 46, *, post-doctorate, not-married, *, *, female, *, 133323
38 - 46, *, post-doctorate, not-married, *, *, female, *, 127874
38 - 46, *, post-doctorate, not-married, *, *, female, *, 79059
38 - 46, *, post-doctorate, not-married, *, *, female, *, 50176
38 - 46, *, post-doctorate, not-married, *, *, female, *, 117735
38 - 46, *, post-doctorate, not-married, *, *, female, *, 53129
38 - 46, *, post-doctorate, not-married, *, *, female, *, 90350
38 - 46, *, post-doctorate, not-married, *, *, female, *, 119089
38 - 46, *, post-doctorate, not-married, *, *, female, *, 107662
38 - 46, *, post-doctorate, not-married, *, *, female, *, 61764
38 - 46, *, post-doctorate, not-married, *, *, female, *, 75759
38 - 46, *, post-doctorate, not-married, *, *, female, *, 101940
38 - 46, *, post-doctorate, not-married, *, *, female, *, 63569
38 - 46, *, post-doctorate, not-married, *, *, female, *, 85695
38 - 46, *, post-doctorate, not-married, *, *, female, *, 115448
38 - 46, *, post-doctorate, not-married, *, *, female, *, 73871
38 - 46, *, post-doctorate, not-married, *, *, female, *, 57931
38 - 46, *, post-doctorate, not-married, *, *, female, *, 118999
38 - 46, *, post-doctorate, not-married, *, *, female, *, 89365
38 - 46, *, post-doctorate, not-married, *, *, female, *, 89883
38 - 46, *, post-doctorate, not-married, *, *, female, *, 98218
38 - 46, *, post-doctorate, not-married, *, *, female, *, 53208
38 - 46, *, post-doctorate, not-married, *, *, female, *, 81717
38 - 46, *, post-doctorate, not-married, *, *, female, *, 89102
38 - 46, *, post-doctorate, not-married, *, *, female, *, 72647
38 - 46, *, post-doctorate, not-married, *, *, female, *, 98505
38 - 46, *, post-doctorate, not-married, *, *, female, *, 67016
38 - 46, *, post-doctorate, not-married, *, *, female, *, 123581
38 - 46, *, post-doctorate, not-married, *, *, female, *, 128375
38 - 46, *, post-doctorate, not-married, *, *, female, *, 81608
38 - 46, *, post-doctorate, not-married, *, *, female, *, 68520
38 - 46, *, post-doctorate, not-married, *, *, female, *, 91256
38 - 46, *, post-doctorate, not-married, *, *, female, *, 120215
38 - 46, *, post-doctorate, not-married, *, *, female, *, 90282
38 - 46, *, post-doctorate, not-married, *, *, female, *, 116602
38 - 46, *, post-doctorate, not-married, *, *, female, *, 57384
38 - 46, *, post-doctorate, not-married, *, *, female, *, 117338
38 - 46, *, post-doctorate, not-married, *, *, female, *, 121546
38 - 46, *, post-doctorate, not-married, *, *, female, *, 79019
38 - 46, *, post-doctorate, not-married, *, *, female, *, 52757
38 - 46, *, post-doctorate, not-married, *, *, female, *, 113128
38 - 46, *, post-doctorate, not-married, *, *, female, *, 60754
38 - 46, *, post-doctorate, not-married, *, *, female, *, 133453
38 - 46, *, post-doctorate, not-married, *, *, female, *, 76114
38 - 46, *, post-doctorate, not-married, *, *, female, *, 72366
38 - 46, *, post-doctorate, not-married, *, *, female, *, 51485
38 - 46, *, post-doctorate, not-married, *, *, female, *, 63785
38 - 46, *, post-doctorate, not-married, *, *, female, *, 105379
38 - 46, *, post-doctorate, not-married, *, *, female, *, 93891
38 - 46, *, post-doctorate, not-married, *, *, female, *, 67884
38 - 46, *, post-doctorate, not-married, *, *, female, *, 104133
38 - 46, *, post-doctorate, not-married, *, *, female, *, 105124
38 - 46, *, post-doctorate, not-married, *, *, female, *, 123389
38 - 46, *, post-doctorate, not-married, *, *, female, *, 100647
38 - 46, *, post-doctorate, not-married, *, *, female, *, 51127
38 - 46, *, post-doctorate, not-married, *, *, female, *, 115192
38 - 46, *, post-doctorate, not-married, *, *, female, *, 126551
38 - 46, *, post-doctorate, not-married, *, *, female, *, 98641
38 - 46, *, post-doctorate, not-married, *, *, female, *, 132368
38 - 46, *, post-doctorate, not-married, *, *, female, *, 106621
38 - 46, *, post-doctorate, not-married, *, *, female, *, 126163
38 - 46, *, post-doctorate, not-married, *, *, female, *, 73704
38 - 46, *, post-doctorate, not-married, *, *, female, *, 80422
38 - 46, *, post-doctorate, not-married, *, *, female, *, 55991
38 - 46, *, post-doctorate, not-married, *, *, female, *, 73538
38 - 46, *, post-doctorate, not-married, *, *, female, *, 137930
38 - 46, *, post-doctorate, not-married, *, *, female, *, 83107
38 - 46, *, post-doctorate, not-married, *, *, female, *, 129095
38 - 46, *, post-doctorate, not-married, *, *, female, *, 116481
38 - 46, *, post-doctorate, not-married, *, *, female, *, 121648
38 - 46, *, post-doctorate, not-married, *, *, female, *, 132873
38 - 46, *, post-doctorate, not-married, *, *, female, *, 80223
38 - 46, *, post-doctorate, not-married, *, *, female, *, 132697
38 - 46, *, post-doctorate, not-married, *, *, female, *, 72611
38 - 46, *, post-doctorate, not-married, *, *, female, *, 111012
38 - 46, *, post-doctorate, not-married, *, *, female, *, 99588
38 - 46, *, post-doctorate, not-married, *, *, female, *, 127849
38 - 46, *, post-doctorate, not-married, *, *, female, *, 86073
38 - 46, *, post-doctorate, not-married, *, *, female, *, 136784
38 - 46, *, post-doctorate, not-married, *, *, female, *, 94716
38 - 46, *, post-doctorate, not-married, *, *, female, *, 99969
