27 - 37, federal-gov, *, married, skilled, *, male, united-states, 83312
63 - 90, *, pre-university, married, customer-service, white, female, *, 65564
63 - 90, *, pre-university, married, customer-service, white, female, *, 71402
63 - 90, *, pre-university, married, customer-service, white, female, *, 89619
63 - 90, *, pre-university, married, customer-service, white, female, *, 54070
38 - 42, local-gov, pre-university, married, protective-serv, *, male, united-states, 50395
38 - 42, local-gov, pre-university, married, protective-serv, *, male, united-states, 73543
38 - 42, local-gov, pre-university, married, protective-serv, *, male, united-states, 51033
38 - 42, local-gov, pre-university, married, protective-serv, *, male, united-states, 65565
38 - 42, local-gov, pre-university, married, protective-serv, *, male, united-states, 80250
38 - 42, local-gov, pre-university, married, protective-serv, *, male, united-states, 39916
38 - 42, local-gov, pre-university, married, protective-serv, *, male, united-states, 57288
38 - 42, local-gov, pre-university, married, protective-serv, *, male, united-states, 65148
38 - 42, local-gov, pre-university, married, protective-serv, *, male, united-states, 99976
38 - 42, local-gov, pre-university, married, protective-serv, *, male, united-states, 82165
38 - 42, local-gov, pre-university, married, protective-serv, *, male, united-states, 53986
38 - 42, local-gov, pre-university, married, protective-serv, *, male, united-states, 54809
38 - 42, local-gov, pre-university, married, protective-serv, *, male, united-states, 67766
38 - 42, local-gov, pre-university, married, protective-serv, *, male, united-states, 71568
38 - 42, local-gov, pre-university, married, protective-serv, *, male, united-states, 60391
38 - 42, local-gov, pre-university, married, protective-serv, *, male, united-states, 60969
38 - 42, local-gov, pre-university, married, protective-serv, *, male, united-states, 91372
43 - 48, local-gov, pre-university, married-civ-spouse, protective-serv, *, male, united-states, 87214
43 - 48, local-gov, pre-university, married-civ-spouse, protective-serv, *, male, united-states, 84194
43 - 48, local-gov, pre-university, married-civ-spouse, protective-serv, *, male, united-states, 48275
43 - 48, local-gov, pre-university, married-civ-spouse, protective-serv, *, male, united-states, 64062
43 - 48, local-gov, pre-university, married-civ-spouse, protective-serv, *, male, united-states, 90140
43 - 48, local-gov, pre-university, married-civ-spouse, protective-serv, *, male, united-states, 95387
43 - 48, local-gov, pre-university, married-civ-spouse, protective-serv, *, male, united-states, 49447
43 - 48, local-gov, pre-university, married-civ-spouse, protective-serv, *, male, united-states, 42763
43 - 48, local-gov, pre-university, married-civ-spouse, protective-serv, *, male, united-states, 65735
43 - 48, local-gov, pre-university, married-civ-spouse, protective-serv, *, male, united-states, 82271
43 - 48, local-gov, pre-university, married-civ-spouse, protective-serv, *, male, united-states, 88903
43 - 48, local-gov, pre-university, married-civ-spouse, protective-serv, *, male, united-states, 79868
43 - 48, local-gov, pre-university, married-civ-spouse, protective-serv, *, male, united-states, 49018
43 - 48, local-gov, pre-university, married-civ-spouse, protective-serv, *, male, united-states, 41192
43 - 48, local-gov, pre-university, married-civ-spouse, protective-serv, *, male, united-states, 76251
43 - 48, local-gov, pre-university, married-civ-spouse, protective-serv, *, male, united-states, 99217
43 - 48, local-gov, pre-university, married-civ-spouse, protective-serv, *, male, united-states, 37343
43 - 48, local-gov, pre-university, married-civ-spouse, protective-serv, *, male, united-states, 66335
38 - 48, state-gov, pre-university, married-civ-spouse, protective-serv, *, male, united-states, 63411
38 - 48, state-gov, pre-university, married-civ-spouse, protective-serv, *, male, united-states, 80848
38 - 48, state-gov, pre-university, married-civ-spouse, protective-serv, *, male, united-states, 84542
38 - 48, state-gov, pre-university, married-civ-spouse, protective-serv, *, male, united-states, 83153
38 - 48, state-gov, pre-university, married-civ-spouse, protective-serv, *, male, united-states, 75749
38 - 48, state-gov, pre-university, married-civ-spouse, protective-serv, *, male, united-states, 64201
38 - 48, state-gov, pre-university, married-civ-spouse, protective-serv, *, male, united-states, 90475
38 - 48, state-gov, pre-university, married-civ-spouse, protective-serv, *, male, united-states, 53832
38 - 48, state-gov, pre-university, married-civ-spouse, protective-serv, *, male, united-states, 96743
38 - 48, state-gov, pre-university, married-civ-spouse, protective-serv, *, male, united-states, 80844
38 - 48, state-gov, pre-university, married-civ-spouse, protective-serv, *, male, united-states, 56095
38 - 48, state-gov, pre-university, married-civ-spouse, protective-serv, *, male, united-states, 50626
38 - 48, state-gov, pre-university, married-civ-spouse, protective-serv, *, male, united-states, 67392
38 - 48, state-gov, pre-university, married-civ-spouse, protective-serv, *, male, united-states, 97352
49 - 53, government, hs-grad, married, protective-serv, *, male, united-states, 49084
49 - 53, government, hs-grad, married, protective-serv, *, male, united-states, 39686
49 - 53, government, hs-grad, married, protective-serv, *, male, united-states, 79123
49 - 53, government, hs-grad, married, protective-serv, *, male, united-states, 46605
49 - 53, government, hs-grad, married, protective-serv, *, male, united-states, 70268
49 - 53, government, hs-grad, married, protective-serv, *, male, united-states, 85153
49 - 53, government, hs-grad, married, protective-serv, *, male, united-states, 72666
49 - 53, government, hs-grad, married, protective-serv, *, male, united-states, 81391
49 - 53, government, hs-grad, married, protective-serv, *, male, united-states, 84971
49 - 53, government, hs-grad, married, protective-serv, *, male, united-states, 45072
49 - 53, government, hs-grad, married, protective-serv, *, male, united-states, 71688
49 - 53, government, hs-grad, married, protective-serv, *, male, united-states, 88710
49 - 53, government, hs-grad, married, protective-serv, *, male, united-states, 75512
49 - 53, government, some-college, married, protective-serv, *, male, *, 88921
49 - 53, government, some-college, married, protective-serv, *, male, *, 85528
49 - 53, government, some-college, married, protective-serv, *, male, *, 44335
49 - 53, government, some-college, married, protective-serv, *, male, *, 48256
49 - 53, government, some-college, married, protective-serv, *, male, *, 40523
49 - 53, government, some-college, married, protective-serv, *, male, *, 82424
49 - 53, government, some-college, married, protective-serv, *, male, *, 66059
49 - 53, government, some-college, married, protective-serv, *, male, *, 63774
49 - 53, government, some-college, married, protective-serv, *, male, *, 67975
49 - 53, government, some-college, married, protective-serv, *, male, *, 46452
49 - 53, government, some-college, married, protective-serv, *, male, *, 95016
49 - 53, government, some-college, married, protective-serv, *, male, *, 76149
49 - 53, government, some-college, married, protective-serv, *, male, *, 78548
54 - 59, government, pre-university, married, protective-serv, *, *, united-states, 70105
54 - 59, government, pre-university, married, protective-serv, *, *, united-states, 57562
54 - 59, government, pre-university, married, protective-serv, *, *, united-states, 65716
54 - 59, government, pre-university, married, protective-serv, *, *, united-states, 42333
54 - 59, government, pre-university, married, protective-serv, *, *, united-states, 44788
54 - 59, government, pre-university, married, protective-serv, *, *, united-states, 44529
54 - 59, government, pre-university, married, protective-serv, *, *, united-states, 48731
54 - 59, government, pre-university, married, protective-serv, *, *, united-states, 60152
54 - 59, government, pre-university, married, protective-serv, *, *, united-states, 73169
54 - 59, government, pre-university, married, protective-serv, *, *, united-states, 45575
60 - 76, government, pre-university, married-civ-spouse, protective-serv, *, male, united-states, 82292
60 - 76, government, pre-university, married-civ-spouse, protective-serv, *, male, united-states, 44693
60 - 76, government, pre-university, married-civ-spouse, protective-serv, *, male, united-states, 43156
60 - 76, government, pre-university, married-civ-spouse, protective-serv, *, male, united-states, 75733
60 - 76, government, pre-university, married-civ-spouse, protective-serv, *, male, united-states, 43103
60 - 76, government, pre-university, married-civ-spouse, protective-serv, *, male, united-states, 93347
60 - 76, government, pre-university, married-civ-spouse, protective-serv, *, male, united-states, 81146
