*, *, pre-primary, married, *, *, *, *, 19264
*, *, hs-grad, not-married, *, *, *, *, 64080
*, *, hs-grad, not-married, *, *, *, *, 72367
*, *, hs-grad, not-married, *, *, *, *, 64576
*, *, hs-grad, not-married, *, *, *, *, 63671
*, *, hs-grad, not-married, *, *, *, *, 50945
*, *, hs-grad, not-married, *, *, *, *, 42385
*, *, hs-grad, not-married, *, *, *, *, 73445
*, *, hs-grad, not-married, *, *, *, *, 44538
*, *, hs-grad, not-married, *, *, *, *, 60414
*, *, hs-grad, not-married, *, *, *, *, 90532
*, *, hs-grad, not-married, *, *, *, *, 71141
*, *, hs-grad, not-married, *, *, *, *, 37897
*, *, hs-grad, not-married, *, *, *, *, 89064
*, *, hs-grad, not-married, *, *, *, *, 63816
*, *, hs-grad, not-married, *, *, *, *, 77588
*, *, hs-grad, not-married, *, *, *, *, 43252
*, *, hs-grad, not-married, *, *, *, *, 60617
*, *, hs-grad, not-married, *, *, *, *, 89932
*, *, hs-grad, not-married, *, *, *, *, 66677
*, *, hs-grad, not-married, *, *, *, *, 78199
*, *, hs-grad, not-married, *, *, *, *, 91711
*, *, hs-grad, not-married, *, *, *, *, 70129
*, *, hs-grad, not-married, *, *, *, *, 88343
*, *, hs-grad, not-married, *, *, *, *, 68357
*, *, hs-grad, not-married, *, *, *, *, 94625
*, *, hs-grad, not-married, *, *, *, *, 81458
*, *, hs-grad, not-married, *, *, *, *, 48335
*, *, hs-grad, not-married, *, *, *, *, 65762
*, *, hs-grad, not-married, *, *, *, *, 84030
*, *, hs-grad, not-married, *, *, *, *, 91000
*, *, hs-grad, not-married, *, *, *, *, 52747
*, *, hs-grad, not-married, *, *, *, *, 71885
*, *, hs-grad, not-married, *, *, *, *, 35381
*, *, hs-grad, not-married, *, *, *, *, 80624
*, *, hs-grad, not-married, *, *, *, *, 63587
*, *, hs-grad, not-married, *, *, *, *, 81299
*, *, hs-grad, not-married, *, *, *, *, 70537
*, *, hs-grad, not-married, *, *, *, *, 59333
*, *, hs-grad, not-married, *, *, *, *, 86270
*, *, hs-grad, not-married, *, *, *, *, 82658
*, *, hs-grad, not-married, *, *, *, *, 63593
*, *, hs-grad, not-married, *, *, *, *, 91312
*, *, hs-grad, not-married, *, *, *, *, 88899
*, *, hs-grad, not-married, *, *, *, *, 40468
*, *, hs-grad, not-married, *, *, *, *, 78751
*, *, hs-grad, not-married, *, *, *, *, 74233
*, *, hs-grad, not-married, *, *, *, *, 65084
*, *, hs-grad, not-married, *, *, *, *, 37966
*, *, hs-grad, not-married, *, *, *, *, 56915
*, *, hs-grad, not-married, *, *, *, *, 49398
*, *, hs-grad, not-married, *, *, *, *, 52625
*, *, hs-grad, not-married, *, *, *, *, 64187
*, *, hs-grad, not-married, *, *, *, *, 55638
*, *, hs-grad, not-married, *, *, *, *, 80979
*, *, hs-grad, not-married, *, *, *, *, 44721
*, *, hs-grad, not-married, *, *, *, *, 60786
*, *, hs-grad, not-married, *, *, *, *, 81110
*, *, hs-grad, not-married, *, *, *, *, 59116
*, *, hs-grad, not-married, *, *, *, *, 69349
*, *, hs-grad, not-married, *, *, *, *, 55221
*, *, hs-grad, not-married, *, *, *, *, 59919
*, *, hs-grad, not-married, *, *, *, *, 39267
*, *, hs-grad, not-married, *, *, *, *, 72825
*, *, hs-grad, not-married, *, *, *, *, 35243
*, *, hs-grad, not-married, *, *, *, *, 56620
*, *, hs-grad, not-married, *, *, *, *, 73679
*, *, hs-grad, not-married, *, *, *, *, 83303
*, *, hs-grad, not-married, *, *, *, *, 49924
*, *, hs-grad, not-married, *, *, *, *, 79307
*, *, hs-grad, not-married, *, *, *, *, 88137
*, *, hs-grad, not-married, *, *, *, *, 78777
*, *, hs-grad, not-married, *, *, *, *, 56702
*, *, hs-grad, not-married, *, *, *, *, 73892
*, *, hs-grad, not-married, *, *, *, *, 49938
*, *, hs-grad, not-married, *, *, *, *, 70050
*, *, hs-grad, not-married, *, *, *, *, 89263
*, *, hs-grad, not-married, *, *, *, *, 70036
*, *, hs-grad, not-married, *, *, *, *, 55363
*, *, hs-grad, not-married, *, *, *, *, 68978
*, *, hs-grad, not-married, *, *, *, *, 84533
*, *, hs-grad, not-married, *, *, *, *, 94353
*, *, hs-grad, not-married, *, *, *, *, 59037
*, *, hs-grad, not-married, *, *, *, *, 68914
*, *, hs-grad, not-married, *, *, *, *, 45987
*, *, hs-grad, not-married, *, *, *, *, 52493
*, *, hs-grad, not-married, *, *, *, *, 38433
*, *, hs-grad, not-married, *, *, *, *, 91198
*, *, hs-grad, not-married, *, *, *, *, 47454
*, *, hs-grad, not-married, *, *, *, *, 64546
*, *, hs-grad, not-married, *, *, *, *, 47483
*, *, hs-grad, not-married, *, *, *, *, 43758
*, *, hs-grad, not-married, *, *, *, *, 49911
*, *, hs-grad, not-married, *, *, *, *, 58781
*, *, hs-grad, not-married, *, *, *, *, 84038
*, *, hs-grad, not-married, *, *, *, *, 64329
*, *, hs-grad, not-married, *, *, *, *, 65593
*, *, hs-grad, not-married, *, *, *, *, 42404
*, *, hs-grad, not-married, *, *, *, *, 59623
*, *, hs-grad, not-married, *, *, *, *, 75457
*, *, hs-grad, not-married, *, *, *, *, 48210
*, *, hs-grad, not-married, *, *, *, *, 89129
*, *, hs-grad, not-married, *, *, *, *, 36453
*, *, hs-grad, not-married, *, *, *, *, 43177
*, *, hs-grad, not-married, *, *, *, *, 80864
*, *, hs-grad, not-married, *, *, *, *, 83206
*, *, hs-grad, not-married, *, *, *, *, 53705
*, *, hs-grad, not-married, *, *, *, *, 94539
*, *, hs-grad, not-married, *, *, *, *, 92142
*, *, hs-grad, not-married, *, *, *, *, 81443
*, *, hs-grad, not-married, *, *, *, *, 63140
*, *, hs-grad, not-married, *, *, *, *, 94928
*, *, hs-grad, not-married, *, *, *, *, 57767
*, *, hs-grad, not-married, *, *, *, *, 39879
*, *, hs-grad, not-married, *, *, *, *, 57284
*, *, hs-grad, not-married, *, *, *, *, 58407
*, *, hs-grad, not-married, *, *, *, *, 74337
*, *, hs-grad, not-married, *, *, *, *, 45084
*, *, hs-grad, not-married, *, *, *, *, 66315
*, *, hs-grad, not-married, *, *, *, *, 51116
*, *, hs-grad, not-married, *, *, *, *, 92328
*, *, hs-grad, not-married, *, *, *, *, 51167
*, *, hs-grad, not-married, *, *, *, *, 37216
*, *, hs-grad, not-married, *, *, *, *, 51784
*, *, hs-grad, not-married, *, *, *, *, 76009
*, *, hs-grad, not-married, *, *, *, *, 74336
*, *, hs-grad, not-married, *, *, *, *, 65350
*, *, hs-grad, not-married, *, *, *, *, 52454
*, *, hs-grad, not-married, *, *, *, *, 65162
*, *, hs-grad, not-married, *, *, *, *, 66707
*, *, hs-grad, not-married, *, *, *, *, 93100
*, *, hs-grad, not-married, *, *, *, *, 68169
*, *, hs-grad, not-married, *, *, *, *, 84337
*, *, hs-grad, not-married, *, *, *, *, 51250
*, *, hs-grad, not-married, *, *, *, *, 91398
*, *, hs-grad, not-married, *, *, *, *, 49985
*, *, hs-grad, not-married, *, *, *, *, 67678
*, *, hs-grad, not-married, *, *, *, *, 73728
*, *, hs-grad, not-married, *, *, *, *, 76605
*, *, hs-grad, not-married, *, *, *, *, 42660
*, *, hs-grad, not-married, *, *, *, *, 79071
*, *, hs-grad, not-married, *, *, *, *, 56796
*, *, hs-grad, not-married, *, *, *, *, 54796
*, *, hs-grad, not-married, *, *, *, *, 85925
*, *, hs-grad, not-married, *, *, *, *, 57945
*, *, hs-grad, not-married, *, *, *, *, 79493
*, *, hs-grad, not-married, *, *, *, *, 41434
*, *, hs-grad, not-married, *, *, *, *, 83038
*, *, hs-grad, not-married, *, *, *, *, 39070
*, *, hs-grad, not-married, *, *, *, *, 82326
*, *, hs-grad, not-married, *, *, *, *, 42220
*, *, hs-grad, not-married, *, *, *, *, 43262
*, *, hs-grad, not-married, *, *, *, *, 41818
*, *, hs-grad, not-married, *, *, *, *, 79701
*, *, hs-grad, not-married, *, *, *, *, 56260
*, *, hs-grad, not-married, *, *, *, *, 45862
*, *, hs-grad, not-married, *, *, *, *, 85713
*, *, hs-grad, not-married, *, *, *, *, 84600
*, *, hs-grad, not-married, *, *, *, *, 53782
*, *, hs-grad, not-married, *, *, *, *, 81472
*, *, hs-grad, not-married, *, *, *, *, 45645
*, *, hs-grad, not-married, *, *, *, *, 87828
*, *, hs-grad, not-married, *, *, *, *, 93638
*, *, hs-grad, not-married, *, *, *, *, 44969
*, *, hs-grad, not-married, *, *, *, *, 81933
*, *, hs-grad, not-married, *, *, *, *, 82630
*, *, hs-grad, not-married, *, *, *, *, 92838
*, *, hs-grad, not-married, *, *, *, *, 50779
*, *, hs-grad, not-married, *, *, *, *, 53056
*, *, hs-grad, not-married, *, *, *, *, 91551
*, *, hs-grad, not-married, *, *, *, *, 63260
*, *, hs-grad, not-married, *, *, *, *, 36505
*, *, hs-grad, not-married, *, *, *, *, 72620
*, *, hs-grad, not-married, *, *, *, *, 76348
*, *, hs-grad, not-married, *, *, *, *, 38912
*, *, hs-grad, not-married, *, *, *, *, 72573
*, *, hs-grad, not-married, *, *, *, *, 67654
*, *, hs-grad, not-married, *, *, *, *, 72105
*, *, hs-grad, not-married, *, *, *, *, 35049
*, *, hs-grad, not-married, *, *, *, *, 39618
*, *, hs-grad, not-married, *, *, *, *, 50218
*, *, hs-grad, not-married, *, *, *, *, 85623
*, *, hs-grad, not-married, *, *, *, *, 37728
*, *, hs-grad, not-married, *, *, *, *, 90844
*, *, hs-grad, not-married, *, *, *, *, 55089
*, *, hs-grad, not-married, *, *, *, *, 88133
*, *, hs-grad, not-married, *, *, *, *, 71035
*, *, hs-grad, not-married, *, *, *, *, 44141
*, *, hs-grad, not-married, *, *, *, *, 37502
*, *, hs-grad, not-married, *, *, *, *, 73132
*, *, hs-grad, not-married, *, *, *, *, 86911
*, *, hs-grad, not-married, *, *, *, *, 73369
*, *, hs-grad, not-married, *, *, *, *, 46259
*, *, hs-grad, not-married, *, *, *, *, 71065
*, *, hs-grad, not-married, *, *, *, *, 73507
*, *, hs-grad, not-married, *, *, *, *, 79226
*, *, hs-grad, not-married, *, *, *, *, 77477
*, *, hs-grad, not-married, *, *, *, *, 45155
*, *, hs-grad, not-married, *, *, *, *, 80295
*, *, hs-grad, not-married, *, *, *, *, 38609
*, *, hs-grad, not-married, *, *, *, *, 64003
*, *, hs-grad, not-married, *, *, *, *, 67298
*, *, hs-grad, not-married, *, *, *, *, 63222
*, *, hs-grad, not-married, *, *, *, *, 85358
*, *, hs-grad, not-married, *, *, *, *, 77367
*, *, hs-grad, not-married, *, *, *, *, 92949
*, *, hs-grad, not-married, *, *, *, *, 51011
*, *, hs-grad, not-married, *, *, *, *, 54340
*, *, hs-grad, not-married, *, *, *, *, 80494
*, *, hs-grad, not-married, *, *, *, *, 83570
*, *, hs-grad, not-married, *, *, *, *, 80800
*, *, hs-grad, not-married, *, *, *, *, 39010
*, *, hs-grad, not-married, *, *, *, *, 58821
*, *, hs-grad, not-married, *, *, *, *, 36615
*, *, hs-grad, not-married, *, *, *, *, 75443
*, *, hs-grad, not-married, *, *, *, *, 39699
*, *, hs-grad, not-married, *, *, *, *, 77983
*, *, hs-grad, not-married, *, *, *, *, 79570
*, *, hs-grad, not-married, *, *, *, *, 56520
*, *, hs-grad, not-married, *, *, *, *, 35637
*, *, hs-grad, not-married, *, *, *, *, 70332
*, *, hs-grad, not-married, *, *, *, *, 35354
*, *, hs-grad, not-married, *, *, *, *, 60158
*, *, hs-grad, not-married, *, *, *, *, 82123
*, *, hs-grad, not-married, *, *, *, *, 52503
*, *, hs-grad, not-married, *, *, *, *, 85235
*, *, hs-grad, not-married, *, *, *, *, 60137
*, *, hs-grad, not-married, *, *, *, *, 92614
*, *, hs-grad, not-married, *, *, *, *, 93413
*, *, hs-grad, not-married, *, *, *, *, 37281
*, *, hs-grad, not-married, *, *, *, *, 72459
*, *, hs-grad, not-married, *, *, *, *, 42338
*, *, hs-grad, not-married, *, *, *, *, 51134
*, *, hs-grad, not-married, *, *, *, *, 56034
*, *, hs-grad, not-married, *, *, *, *, 45292
*, *, hs-grad, not-married, *, *, *, *, 38251
*, *, hs-grad, not-married, *, *, *, *, 36680
*, *, hs-grad, not-married, *, *, *, *, 72040
*, *, hs-grad, not-married, *, *, *, *, 53198
*, *, hs-grad, not-married, *, *, *, *, 67678
*, *, hs-grad, not-married, *, *, *, *, 39302
*, *, hs-grad, not-married, *, *, *, *, 77393
*, *, hs-grad, not-married, *, *, *, *, 39673
*, *, hs-grad, not-married, *, *, *, *, 64198
*, *, hs-grad, not-married, *, *, *, *, 55187
*, *, hs-grad, not-married, *, *, *, *, 62847
*, *, hs-grad, not-married, *, *, *, *, 66673
*, *, hs-grad, not-married, *, *, *, *, 52184
*, *, hs-grad, not-married, *, *, *, *, 63286
*, *, hs-grad, not-married, *, *, *, *, 64980
*, *, hs-grad, not-married, *, *, *, *, 59437
*, *, hs-grad, not-married, *, *, *, *, 45207
*, *, hs-grad, not-married, *, *, *, *, 72572
*, *, hs-grad, not-married, *, *, *, *, 87703
*, *, hs-grad, not-married, *, *, *, *, 56581
*, *, hs-grad, not-married, *, *, *, *, 42902
*, *, hs-grad, not-married, *, *, *, *, 80329
*, *, hs-grad, not-married, *, *, *, *, 53974
*, *, hs-grad, not-married, *, *, *, *, 65611
*, *, hs-grad, not-married, *, *, *, *, 40214
*, *, hs-grad, not-married, *, *, *, *, 48278
*, *, hs-grad, not-married, *, *, *, *, 62770
*, *, hs-grad, not-married, *, *, *, *, 86966
*, *, hs-grad, not-married, *, *, *, *, 90489
*, *, hs-grad, not-married, *, *, *, *, 89385
*, *, hs-grad, not-married, *, *, *, *, 85599
*, *, hs-grad, not-married, *, *, *, *, 77302
*, *, hs-grad, not-married, *, *, *, *, 61370
*, *, hs-grad, not-married, *, *, *, *, 42389
*, *, hs-grad, not-married, *, *, *, *, 62186
*, *, hs-grad, not-married, *, *, *, *, 79182
*, *, hs-grad, not-married, *, *, *, *, 51381
*, *, hs-grad, not-married, *, *, *, *, 87461
*, *, hs-grad, not-married, *, *, *, *, 76300
*, *, hs-grad, not-married, *, *, *, *, 36835
*, *, hs-grad, not-married, *, *, *, *, 56812
*, *, hs-grad, not-married, *, *, *, *, 80361
*, *, hs-grad, not-married, *, *, *, *, 39013
*, *, hs-grad, not-married, *, *, *, *, 74423
*, *, hs-grad, not-married, *, *, *, *, 39367
*, *, hs-grad, not-married, *, *, *, *, 73549
*, *, hs-grad, not-married, *, *, *, *, 74332
*, *, hs-grad, not-married, *, *, *, *, 62951
*, *, hs-grad, not-married, *, *, *, *, 86981
*, *, hs-grad, not-married, *, *, *, *, 71368
*, *, hs-grad, not-married, *, *, *, *, 38282
*, *, hs-grad, not-married, *, *, *, *, 44944
*, *, hs-grad, not-married, *, *, *, *, 74137
*, *, hs-grad, not-married, *, *, *, *, 58724
*, *, hs-grad, not-married, *, *, *, *, 47445
*, *, hs-grad, not-married, *, *, *, *, 71220
*, *, hs-grad, not-married, *, *, *, *, 49987
*, *, hs-grad, not-married, *, *, *, *, 49680
*, *, hs-grad, not-married, *, *, *, *, 88167
*, *, hs-grad, not-married, *, *, *, *, 52480
*, *, hs-grad, not-married, *, *, *, *, 35202
*, *, hs-grad, not-married, *, *, *, *, 42416
*, *, hs-grad, not-married, *, *, *, *, 87439
*, *, hs-grad, not-married, *, *, *, *, 49841
*, *, hs-grad, not-married, *, *, *, *, 89383
*, *, hs-grad, not-married, *, *, *, *, 80761
*, *, hs-grad, not-married, *, *, *, *, 66135
*, *, hs-grad, not-married, *, *, *, *, 48759
*, *, hs-grad, not-married, *, *, *, *, 88626
*, *, hs-grad, not-married, *, *, *, *, 59123
*, *, hs-grad, not-married, *, *, *, *, 64661
*, *, hs-grad, not-married, *, *, *, *, 51120
*, *, hs-grad, not-married, *, *, *, *, 40785
*, *, hs-grad, not-married, *, *, *, *, 57711
*, *, hs-grad, not-married, *, *, *, *, 53765
*, *, hs-grad, not-married, *, *, *, *, 40679
*, *, hs-grad, not-married, *, *, *, *, 60017
*, *, hs-grad, not-married, *, *, *, *, 94654
*, *, hs-grad, not-married, *, *, *, *, 67646
*, *, hs-grad, not-married, *, *, *, *, 48842
*, *, hs-grad, not-married, *, *, *, *, 46173
*, *, hs-grad, not-married, *, *, *, *, 87659
*, *, hs-grad, not-married, *, *, *, *, 56580
*, *, hs-grad, not-married, *, *, *, *, 45461
*, *, hs-grad, not-married, *, *, *, *, 56196
*, *, hs-grad, not-married, *, *, *, *, 59714
*, *, hs-grad, not-married, *, *, *, *, 74678
*, *, hs-grad, not-married, *, *, *, *, 58966
*, *, hs-grad, not-married, *, *, *, *, 92104
*, *, hs-grad, not-married, *, *, *, *, 45682
*, *, hs-grad, not-married, *, *, *, *, 94731
*, *, hs-grad, not-married, *, *, *, *, 69742
*, *, hs-grad, not-married, *, *, *, *, 43062
*, *, hs-grad, not-married, *, *, *, *, 69184
*, *, hs-grad, not-married, *, *, *, *, 42808
*, *, hs-grad, not-married, *, *, *, *, 66139
*, *, hs-grad, not-married, *, *, *, *, 92751
*, *, hs-grad, not-married, *, *, *, *, 71219
*, *, hs-grad, not-married, *, *, *, *, 58858
*, *, hs-grad, not-married, *, *, *, *, 40362
*, *, hs-grad, not-married, *, *, *, *, 38172
*, *, hs-grad, not-married, *, *, *, *, 46151
*, *, hs-grad, not-married, *, *, *, *, 39390
*, *, hs-grad, not-married, *, *, *, *, 79830
*, *, hs-grad, not-married, *, *, *, *, 67423
*, *, hs-grad, not-married, *, *, *, *, 63222
*, *, hs-grad, not-married, *, *, *, *, 89685
*, *, hs-grad, not-married, *, *, *, *, 39008
*, *, hs-grad, not-married, *, *, *, *, 61138
*, *, hs-grad, not-married, *, *, *, *, 94217
*, *, hs-grad, not-married, *, *, *, *, 37431
*, *, hs-grad, not-married, *, *, *, *, 56100
*, *, hs-grad, not-married, *, *, *, *, 73903
*, *, hs-grad, not-married, *, *, *, *, 57747
*, *, hs-grad, not-married, *, *, *, *, 70659
*, *, hs-grad, not-married, *, *, *, *, 83174
*, *, hs-grad, not-married, *, *, *, *, 35697
*, *, hs-grad, not-married, *, *, *, *, 69884
*, *, hs-grad, not-married, *, *, *, *, 93909
*, *, hs-grad, not-married, *, *, *, *, 35623
*, *, hs-grad, not-married, *, *, *, *, 43058
*, *, hs-grad, not-married, *, *, *, *, 36140
*, *, hs-grad, not-married, *, *, *, *, 53706
*, *, hs-grad, not-married, *, *, *, *, 50012
*, *, hs-grad, not-married, *, *, *, *, 58433
*, *, hs-grad, not-married, *, *, *, *, 65504
*, *, hs-grad, not-married, *, *, *, *, 47302
*, *, hs-grad, not-married, *, *, *, *, 64165
*, *, hs-grad, not-married, *, *, *, *, 67795
*, *, hs-grad, not-married, *, *, *, *, 40527
*, *, hs-grad, not-married, *, *, *, *, 43969
*, *, hs-grad, not-married, *, *, *, *, 47075
*, *, hs-grad, not-married, *, *, *, *, 94798
*, *, hs-grad, not-married, *, *, *, *, 35310
*, *, hs-grad, not-married, *, *, *, *, 63602
*, *, hs-grad, not-married, *, *, *, *, 63119
*, *, hs-grad, not-married, *, *, *, *, 47895
*, *, hs-grad, not-married, *, *, *, *, 63227
*, *, hs-grad, not-married, *, *, *, *, 85547
*, *, hs-grad, not-married, *, *, *, *, 39457
*, *, hs-grad, not-married, *, *, *, *, 66927
*, *, hs-grad, not-married, *, *, *, *, 60352
*, *, hs-grad, not-married, *, *, *, *, 62484
*, *, hs-grad, not-married, *, *, *, *, 59924
*, *, hs-grad, not-married, *, *, *, *, 90015
*, *, hs-grad, not-married, *, *, *, *, 49586
*, *, hs-grad, not-married, *, *, *, *, 59064
*, *, hs-grad, not-married, *, *, *, *, 56340
*, *, hs-grad, not-married, *, *, *, *, 37392
*, *, hs-grad, not-married, *, *, *, *, 85770
*, *, hs-grad, not-married, *, *, *, *, 86053
*, *, hs-grad, not-married, *, *, *, *, 87232
*, *, hs-grad, not-married, *, *, *, *, 40731
*, *, hs-grad, not-married, *, *, *, *, 86746
*, *, hs-grad, not-married, *, *, *, *, 85760
*, *, hs-grad, not-married, *, *, *, *, 74526
*, *, hs-grad, not-married, *, *, *, *, 46057
*, *, hs-grad, not-married, *, *, *, *, 48943
*, *, hs-grad, not-married, *, *, *, *, 68561
*, *, hs-grad, not-married, *, *, *, *, 92994
*, *, hs-grad, not-married, *, *, *, *, 35115
*, *, hs-grad, not-married, *, *, *, *, 70745
*, *, hs-grad, not-married, *, *, *, *, 72140
*, *, hs-grad, not-married, *, *, *, *, 71909
*, *, hs-grad, not-married, *, *, *, *, 61609
*, *, hs-grad, not-married, *, *, *, *, 55067
*, *, hs-grad, not-married, *, *, *, *, 83912
*, *, hs-grad, not-married, *, *, *, *, 64874
*, *, hs-grad, not-married, *, *, *, *, 72512
*, *, hs-grad, not-married, *, *, *, *, 88297
*, *, hs-grad, not-married, *, *, *, *, 83106
*, *, hs-grad, not-married, *, *, *, *, 46091
*, *, hs-grad, not-married, *, *, *, *, 43516
*, *, hs-grad, not-married, *, *, *, *, 57777
*, *, hs-grad, not-married, *, *, *, *, 53561
*, *, hs-grad, not-married, *, *, *, *, 77698
*, *, hs-grad, not-married, *, *, *, *, 62112
*, *, hs-grad, not-married, *, *, *, *, 53697
*, *, hs-grad, not-married, *, *, *, *, 92155
*, *, hs-grad, not-married, *, *, *, *, 35667
*, *, hs-grad, not-married, *, *, *, *, 52615
*, *, hs-grad, not-married, *, *, *, *, 61285
*, *, hs-grad, not-married, *, *, *, *, 59795
*, *, hs-grad, not-married, *, *, *, *, 63613
*, *, hs-grad, not-married, *, *, *, *, 48549
*, *, hs-grad, not-married, *, *, *, *, 83311
*, *, hs-grad, not-married, *, *, *, *, 53510
*, *, hs-grad, not-married, *, *, *, *, 62213
*, *, hs-grad, not-married, *, *, *, *, 35608
*, *, hs-grad, not-married, *, *, *, *, 39862
*, *, hs-grad, not-married, *, *, *, *, 37370
*, *, hs-grad, not-married, *, *, *, *, 83216
*, *, hs-grad, not-married, *, *, *, *, 69436
*, *, hs-grad, not-married, *, *, *, *, 52937
*, *, hs-grad, not-married, *, *, *, *, 58945
*, *, hs-grad, not-married, *, *, *, *, 54645
*, *, hs-grad, not-married, *, *, *, *, 89531
*, *, hs-grad, not-married, *, *, *, *, 89318
*, *, hs-grad, not-married, *, *, *, *, 56301
*, *, hs-grad, not-married, *, *, *, *, 58550
*, *, hs-grad, not-married, *, *, *, *, 79309
*, *, hs-grad, not-married, *, *, *, *, 43999
*, *, hs-grad, not-married, *, *, *, *, 61712
*, *, hs-grad, not-married, *, *, *, *, 91097
*, *, hs-grad, not-married, *, *, *, *, 37177
*, *, hs-grad, not-married, *, *, *, *, 91436
*, *, hs-grad, not-married, *, *, *, *, 80962
*, *, hs-grad, not-married, *, *, *, *, 81028
