20 - 26, non-government, pre-primary, married, *, *, male, *, 43685
52 - 54, self-emp-not-inc, pre-doctorate, married-civ-spouse, *, white, male, north-america, 64091
52 - 54, self-emp-not-inc, pre-doctorate, married-civ-spouse, *, white, male, north-america, 150648
52 - 54, self-emp-not-inc, pre-doctorate, married-civ-spouse, *, white, male, north-america, 182462
52 - 54, self-emp-not-inc, pre-doctorate, married-civ-spouse, *, white, male, north-america, 54076
55, private, bachelors, married, *, white, male, united-states, 157919
55, private, bachelors, married, *, white, male, united-states, 122182
55, private, bachelors, married, *, white, male, united-states, 81228
55, private, bachelors, married, *, white, male, united-states, 128240
55, private, bachelors, married, *, white, male, united-states, 17350
55, private, bachelors, married, *, white, male, united-states, 191401
55, private, bachelors, married, *, white, male, united-states, 53583
55, private, bachelors, married, *, white, male, united-states, 93141
55, private, bachelors, married, *, white, male, united-states, 147975
55, private, bachelors, married, *, white, male, united-states, 50623
55, private, bachelors, married, *, white, male, united-states, 149795
55, private, bachelors, married, *, white, male, united-states, 46546
55, private, bachelors, married, *, white, male, united-states, 170885
55, private, bachelors, married, *, white, male, united-states, 12754
55, private, bachelors, married, *, white, male, united-states, 176541
55, private, bachelors, married, *, white, male, united-states, 57679
55, private, bachelors, married, *, white, male, united-states, 165544
55, private, bachelors, married, *, white, male, united-states, 46164
55, private, bachelors, married, *, white, male, united-states, 182002
55, private, bachelors, married, *, white, male, united-states, 124345
55, private, bachelors, married, *, white, male, united-states, 71225
55, private, bachelors, married, *, white, male, united-states, 132440
55, private, bachelors, married, *, white, male, united-states, 172978
55, private, bachelors, married, *, white, male, united-states, 129172
55, private, bachelors, married, *, white, male, united-states, 120295
55, private, bachelors, married, *, white, male, united-states, 94314
56, private, bachelors, married-civ-spouse, *, *, male, north-america, 41273
56, private, bachelors, married-civ-spouse, *, *, male, north-america, 199180
56, private, bachelors, married-civ-spouse, *, *, male, north-america, 89222
56, private, bachelors, married-civ-spouse, *, *, male, north-america, 35300
56, private, bachelors, married-civ-spouse, *, *, male, north-america, 119095
56, private, bachelors, married-civ-spouse, *, *, male, north-america, 137976
56, private, bachelors, married-civ-spouse, *, *, male, north-america, 134502
56, private, bachelors, married-civ-spouse, *, *, male, north-america, 25961
56, private, bachelors, married-civ-spouse, *, *, male, north-america, 11524
56, private, bachelors, married-civ-spouse, *, *, male, north-america, 158951
56, private, bachelors, married-civ-spouse, *, *, male, north-america, 36088
56, private, bachelors, married-civ-spouse, *, *, male, north-america, 139664
56, private, bachelors, married-civ-spouse, *, *, male, north-america, 120366
56, private, bachelors, married-civ-spouse, *, *, male, north-america, 33214
56, private, bachelors, married-civ-spouse, *, *, male, north-america, 182969
56, private, bachelors, married-civ-spouse, *, *, male, north-america, 164905
56, private, bachelors, married-civ-spouse, *, *, male, north-america, 162024
56, private, bachelors, married-civ-spouse, *, *, male, north-america, 102440
56, private, bachelors, married-civ-spouse, *, *, male, north-america, 69538
56, private, bachelors, married-civ-spouse, *, *, male, north-america, 114704
57, private, bachelors, married-civ-spouse, *, white, male, united-states, 47493
57, private, bachelors, married-civ-spouse, *, white, male, united-states, 40188
57, private, bachelors, married-civ-spouse, *, white, male, united-states, 24440
57, private, bachelors, married-civ-spouse, *, white, male, united-states, 32230
57, private, bachelors, married-civ-spouse, *, white, male, united-states, 11007
57, private, bachelors, married-civ-spouse, *, white, male, united-states, 196952
57, private, bachelors, married-civ-spouse, *, white, male, united-states, 22823
57, private, bachelors, married-civ-spouse, *, white, male, united-states, 20261
57, private, bachelors, married-civ-spouse, *, white, male, united-states, 66021
57, private, bachelors, married-civ-spouse, *, white, male, united-states, 109552
57, private, bachelors, married-civ-spouse, *, white, male, united-states, 179849
57, private, bachelors, married-civ-spouse, *, white, male, united-states, 182646
57, private, bachelors, married-civ-spouse, *, white, male, united-states, 20132
57, private, bachelors, married-civ-spouse, *, white, male, united-states, 136040
57, private, bachelors, married-civ-spouse, *, white, male, united-states, 196345
57, private, bachelors, married-civ-spouse, *, white, male, united-states, 17988
57, private, bachelors, married-civ-spouse, *, white, male, united-states, 73009
58 - 59, private, bachelors, married, *, *, male, north-america, 178938
58 - 59, private, bachelors, married, *, *, male, north-america, 175110
58 - 59, private, bachelors, married, *, *, male, north-america, 29036
58 - 59, private, bachelors, married, *, *, male, north-america, 125077
58 - 59, private, bachelors, married, *, *, male, north-america, 187950
58 - 59, private, bachelors, married, *, *, male, north-america, 129861
58 - 59, private, bachelors, married, *, *, male, north-america, 47175
58 - 59, private, bachelors, married, *, *, male, north-america, 137455
58 - 59, private, bachelors, married, *, *, male, north-america, 55677
58 - 59, private, bachelors, married, *, *, male, north-america, 66505
58 - 59, private, bachelors, married, *, *, male, north-america, 41629
58 - 59, private, bachelors, married, *, *, male, north-america, 12726
58 - 59, private, bachelors, married, *, *, male, north-america, 32089
58 - 59, private, bachelors, married, *, *, male, north-america, 167619
58 - 59, private, bachelors, married, *, *, male, north-america, 69134
58 - 59, private, bachelors, married, *, *, male, north-america, 43261
58 - 59, private, bachelors, married, *, *, male, north-america, 53016
58 - 59, private, bachelors, married, *, *, male, north-america, 70248
58 - 59, private, bachelors, married, *, *, male, north-america, 136994
58 - 59, private, bachelors, married, *, *, male, north-america, 119934
58 - 59, private, bachelors, married, *, *, male, north-america, 198261
58 - 59, private, bachelors, married, *, *, male, north-america, 106810
58 - 59, private, bachelors, married, *, *, male, north-america, 149380
58 - 59, private, bachelors, married, *, *, male, north-america, 179254
58 - 59, private, bachelors, married, *, *, male, north-america, 170241
58 - 59, private, bachelors, married, *, *, male, north-america, 81479
60, private, bachelors, married, *, *, male, north-america, 143518
60, private, bachelors, married, *, *, male, north-america, 147681
60, private, bachelors, married, *, *, male, north-america, 34656
60, private, bachelors, married, *, *, male, north-america, 11112
60, private, bachelors, married, *, *, male, north-america, 91106
60, private, bachelors, married, *, *, male, north-america, 168300
60, private, bachelors, married, *, *, male, north-america, 131681
60, private, bachelors, married, *, *, male, north-america, 102636
60, private, bachelors, married, *, *, male, north-america, 183183
55 - 57, private, masters, married, *, *, male, united-states, 60611
55 - 57, private, masters, married, *, *, male, united-states, 38375
55 - 57, private, masters, married, *, *, male, united-states, 167576
55 - 57, private, masters, married, *, *, male, united-states, 132722
55 - 57, private, masters, married, *, *, male, united-states, 155779
55 - 57, private, masters, married, *, *, male, united-states, 26941
55 - 57, private, masters, married, *, *, male, united-states, 106449
55 - 57, private, masters, married, *, *, male, united-states, 191890
55 - 57, private, masters, married, *, *, male, united-states, 132281
55 - 57, private, masters, married, *, *, male, united-states, 84847
55 - 57, private, masters, married, *, *, male, united-states, 137556
55 - 57, private, masters, married, *, *, male, united-states, 62633
55 - 57, private, masters, married, *, *, male, united-states, 90768
55 - 57, private, masters, married, *, *, male, united-states, 147320
55 - 57, private, masters, married, *, *, male, united-states, 39497
55 - 57, private, masters, married, *, *, male, united-states, 27982
55 - 57, private, masters, married, *, *, male, united-states, 183835
55 - 57, private, masters, married, *, *, male, united-states, 19451
55 - 57, private, masters, married, *, *, male, united-states, 108150
55 - 57, private, masters, married, *, *, male, united-states, 66703
55 - 57, private, masters, married, *, *, male, united-states, 92178
55 - 57, private, masters, married, *, *, male, united-states, 19466
55 - 57, private, masters, married, *, *, male, united-states, 197011
55 - 57, private, masters, married, *, *, male, united-states, 93682
58 - 60, private, masters, married, *, *, male, central-north-america, 105665
58 - 60, private, masters, married, *, *, male, central-north-america, 80744
58 - 60, private, masters, married, *, *, male, central-north-america, 46833
58 - 60, private, masters, married, *, *, male, central-north-america, 142451
58 - 60, private, masters, married, *, *, male, central-north-america, 179194
58 - 60, private, masters, married, *, *, male, central-north-america, 57107
58 - 60, private, masters, married, *, *, male, central-north-america, 170533
58 - 60, private, masters, married, *, *, male, central-north-america, 140239
58 - 60, private, masters, married, *, *, male, central-north-america, 112089
58 - 60, private, masters, married, *, *, male, central-north-america, 88672
58 - 60, private, masters, married, *, *, male, central-north-america, 168596
58 - 60, private, masters, married, *, *, male, central-north-america, 24384
58 - 60, private, masters, married, *, *, male, central-north-america, 124513
55 - 60, self-emp-inc, pre-doctorate, married-civ-spouse, *, white, male, united-states, 124972
55 - 60, self-emp-inc, pre-doctorate, married-civ-spouse, *, white, male, united-states, 25885
55 - 60, self-emp-inc, pre-doctorate, married-civ-spouse, *, white, male, united-states, 177241
55 - 60, self-emp-inc, pre-doctorate, married-civ-spouse, *, white, male, united-states, 149714
55 - 60, self-emp-inc, pre-doctorate, married-civ-spouse, *, white, male, united-states, 168659
55 - 60, self-emp-inc, pre-doctorate, married-civ-spouse, *, white, male, united-states, 151951
55 - 60, self-emp-inc, pre-doctorate, married-civ-spouse, *, white, male, united-states, 44464
55 - 60, self-emp-inc, pre-doctorate, married-civ-spouse, *, white, male, united-states, 131767
55 - 60, self-emp-inc, pre-doctorate, married-civ-spouse, *, white, male, united-states, 74868
55 - 60, self-emp-inc, pre-doctorate, married-civ-spouse, *, white, male, united-states, 73146
55 - 60, self-emp-inc, pre-doctorate, married-civ-spouse, *, white, male, united-states, 35877
