22 - 35, government, 5th-6th, never-married, manual-labour, white, male, north-america, 18585
38 - 39, non-government, pre-doctorate, married-civ-spouse, professional, asian-pac-islander, male, united-states, 72708
38 - 39, non-government, pre-doctorate, married-civ-spouse, professional, asian-pac-islander, male, united-states, 139329
38 - 39, non-government, pre-doctorate, married-civ-spouse, professional, asian-pac-islander, male, united-states, 71650
43 - 44, private, bachelors, married-civ-spouse, exec-managerial, asian-pac-islander, male, united-states, 85954
43 - 44, private, bachelors, married-civ-spouse, exec-managerial, asian-pac-islander, male, united-states, 199630
54 - 59, private, masters, married-civ-spouse, exec-managerial, asian-pac-islander, male, united-states, 170893
54 - 59, private, masters, married-civ-spouse, exec-managerial, asian-pac-islander, male, united-states, 57107
38 - 47, private, masters, married-civ-spouse, professional, asian-pac-islander, male, ?, 132912
38 - 47, private, masters, married-civ-spouse, professional, asian-pac-islander, male, ?, 25492
38 - 47, private, masters, married-civ-spouse, professional, asian-pac-islander, male, ?, 112535
39 - 43, private, pre-doctorate, married, prof-specialty, asian-pac-islander, female, asia, 181489
39 - 43, private, pre-doctorate, married, prof-specialty, asian-pac-islander, female, asia, 126248
39 - 43, private, pre-doctorate, married, prof-specialty, asian-pac-islander, female, asia, 199977
45 - 48, private, bachelors, married, prof-specialty, asian-pac-islander, female, philippines, 23818
45 - 48, private, bachelors, married, prof-specialty, asian-pac-islander, female, philippines, 36702
50 - 51, non-government, bachelors, married, professional, asian-pac-islander, female, asia, 28391
50 - 51, non-government, bachelors, married, professional, asian-pac-islander, female, asia, 126678
45, self-emp-inc, bachelors, married-civ-spouse, exec-managerial, asian-pac-islander, female, ?, 173825
45, self-emp-inc, bachelors, married-civ-spouse, exec-managerial, asian-pac-islander, female, ?, 14138
41 - 44, private, bachelors, married-civ-spouse, exec-managerial, black, male, united-states, 24080
41 - 44, private, bachelors, married-civ-spouse, exec-managerial, black, male, united-states, 129088
41 - 44, private, bachelors, married-civ-spouse, exec-managerial, black, male, united-states, 179263
41 - 44, private, bachelors, married-civ-spouse, exec-managerial, black, male, united-states, 77124
41 - 44, private, bachelors, married-civ-spouse, exec-managerial, black, male, united-states, 126691
41 - 44, private, bachelors, married-civ-spouse, exec-managerial, black, male, united-states, 139058
45, private, pre-doctorate, married-civ-spouse, exec-managerial, black, male, central-north-america, 74930
39 - 44, private, bachelors, married-civ-spouse, prof-specialty, black, male, united-states, 149202
39 - 44, private, bachelors, married-civ-spouse, prof-specialty, black, male, united-states, 28895
38, non-government, masters, married-civ-spouse, prof-specialty, black, male, united-states, 78488
38, non-government, masters, married-civ-spouse, prof-specialty, black, male, united-states, 125888
48, private, pre-doctorate, married-civ-spouse, exec-managerial, black, male, united-states, 98468
48, private, pre-doctorate, married-civ-spouse, exec-managerial, black, male, united-states, 180472
46 - 52, private, pre-doctorate, married-civ-spouse, prof-specialty, black, male, united-states, 114590
46 - 52, private, pre-doctorate, married-civ-spouse, prof-specialty, black, male, united-states, 123004
53, private, bachelors, married-civ-spouse, exec-managerial, black, male, united-states, 160929
53, private, bachelors, married-civ-spouse, exec-managerial, black, male, united-states, 190353
53, private, bachelors, married-civ-spouse, exec-managerial, black, male, united-states, 98962
57 - 69, private, pre-doctorate, married-civ-spouse, exec-managerial, black, male, united-states, 84847
57 - 69, private, pre-doctorate, married-civ-spouse, exec-managerial, black, male, united-states, 110233
48 - 70, self-emp-not-inc, pre-doctorate, married, exec-managerial, black, male, north-america, 96423
48 - 70, self-emp-not-inc, pre-doctorate, married, exec-managerial, black, male, north-america, 86031
38 - 39, private, pre-doctorate, married-civ-spouse, professional, black, male, ?, 66255
38 - 39, private, pre-doctorate, married-civ-spouse, professional, black, male, ?, 69033
41 - 42, private, bachelors, married, professional, black, female, north-america, 167849
41 - 42, private, bachelors, married, professional, black, female, north-america, 87862
41 - 42, private, bachelors, married, professional, black, female, north-america, 191806
43 - 47, private, bachelors, married, professional, black, female, *, 67838
43 - 47, private, bachelors, married, professional, black, female, *, 195236
43 - 47, private, bachelors, married, professional, black, female, *, 109450
39 - 47, non-government, pre-doctorate, married-civ-spouse, professional, white, male, asia, 47690
39 - 47, non-government, pre-doctorate, married-civ-spouse, professional, white, male, asia, 55536
39 - 47, non-government, pre-doctorate, married-civ-spouse, professional, white, male, asia, 84245
38, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 88900
38, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 28184
38, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 64672
38, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 93810
38, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 126377
38, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 184218
38, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 12653
38, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 45998
38, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 28156
38, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 67276
38, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 111452
38, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 122400
38, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 118793
38, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 101484
38, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 195155
38, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 20102
38, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 158563
38, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 121140
38, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 20892
38, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 32025
38, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 129708
38, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 196690
38, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 20929
38, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 158945
39, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 117681
39, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 10913
39, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 78695
39, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 13690
39, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 199114
39, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 103851
39, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 36910
39, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 163246
39, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 89859
39, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 105856
39, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 89433
39, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 18747
39, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 88883
39, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 92325
39, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 172197
39, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 13730
39, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 138363
40, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 111587
40, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 167484
40, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 194900
40, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 186076
40, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 61895
40, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 87317
40, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 131250
40, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 46804
40, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 75422
40, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 193906
40, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 74208
40, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 100256
41, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 121672
41, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 91999
41, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 168606
41, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 61917
41, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 115374
41, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 157146
41, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 154028
41, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 186032
41, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 142714
41, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 40746
41, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 69421
41, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 29747
42, private, bachelors, married-civ-spouse, exec-managerial, white, male, united-states, 34475
