*, *, pre-primary, *, customer-service, *, *, *, <=50K
*, *, 10th, *, exec-managerial, *, *, *, >50K
*, *, 10th, *, exec-managerial, *, *, *, >50K
*, *, 10th, *, exec-managerial, *, *, *, >50K
*, *, 10th, *, exec-managerial, *, *, *, >50K
*, *, 10th, *, prof-specialty, *, *, *, <=50K
*, *, 10th, *, prof-specialty, *, *, *, <=50K
*, *, 10th, *, prof-specialty, *, *, *, <=50K
*, *, 10th, *, prof-specialty, *, *, *, <=50K
*, *, 10th, *, prof-specialty, *, *, *, <=50K
*, *, 10th, *, prof-specialty, *, *, *, <=50K
*, *, 10th, *, prof-specialty, *, *, *, <=50K
*, *, 10th, *, prof-specialty, *, *, *, >50K
*, *, 10th, *, prof-specialty, *, *, *, >50K
*, *, 11th, *, exec-managerial, *, *, *, <=50K
*, *, 11th, *, exec-managerial, *, *, *, <=50K
*, *, 11th, *, exec-managerial, *, *, *, <=50K
*, *, 11th, *, exec-managerial, *, *, *, <=50K
*, *, 11th, *, exec-managerial, *, *, *, <=50K
*, *, 11th, *, exec-managerial, *, *, *, <=50K
*, *, 11th, *, exec-managerial, *, *, *, <=50K
*, *, 11th, *, exec-managerial, *, *, *, <=50K
*, *, 11th, *, exec-managerial, *, *, *, <=50K
*, *, 11th, *, exec-managerial, *, *, *, <=50K
*, *, 11th, *, exec-managerial, *, *, *, <=50K
*, *, 11th, *, exec-managerial, *, *, *, <=50K
*, *, 11th, *, exec-managerial, *, *, *, <=50K
*, *, 11th, *, exec-managerial, *, *, *, <=50K
*, *, 11th, *, exec-managerial, *, *, *, <=50K
*, *, 11th, *, exec-managerial, *, *, *, <=50K
*, *, 11th, *, exec-managerial, *, *, *, >50K
*, *, 11th, *, exec-managerial, *, *, *, >50K
*, *, 11th, *, exec-managerial, *, *, *, >50K
*, *, 11th, *, exec-managerial, *, *, *, >50K
*, *, 11th, *, exec-managerial, *, *, *, >50K
*, *, 11th, *, exec-managerial, *, *, *, >50K
*, *, 11th, *, exec-managerial, *, *, *, >50K
*, *, 11th, *, exec-managerial, *, *, *, >50K
*, *, 11th, *, exec-managerial, *, *, *, >50K
*, *, 11th, *, exec-managerial, *, *, *, >50K
*, *, 11th, *, exec-managerial, *, *, *, >50K
*, *, 11th, *, exec-managerial, *, *, *, >50K
*, *, 11th, *, exec-managerial, *, *, *, >50K
*, *, 11th, *, exec-managerial, *, *, *, >50K
*, *, 11th, *, exec-managerial, *, *, *, >50K
*, *, 11th, *, exec-managerial, *, *, *, >50K
*, *, 11th, *, exec-managerial, *, *, *, >50K
*, *, 11th, *, exec-managerial, *, *, *, >50K
*, *, 11th, *, prof-specialty, *, *, *, <=50K
*, *, 11th, *, prof-specialty, *, *, *, <=50K
*, *, 11th, *, prof-specialty, *, *, *, <=50K
*, *, 11th, *, prof-specialty, *, *, *, <=50K
*, *, 11th, *, prof-specialty, *, *, *, <=50K
*, *, 11th, *, prof-specialty, *, *, *, <=50K
*, *, 11th, *, prof-specialty, *, *, *, <=50K
*, *, 11th, *, prof-specialty, *, *, *, <=50K
*, *, 11th, *, prof-specialty, *, *, *, <=50K
*, *, 11th, *, prof-specialty, *, *, *, <=50K
*, *, 11th, *, prof-specialty, *, *, *, >50K
*, *, 11th, *, prof-specialty, *, *, *, >50K
*, *, 11th, *, prof-specialty, *, *, *, >50K
*, *, 11th, *, prof-specialty, *, *, *, >50K
*, *, 11th, *, prof-specialty, *, *, *, >50K
*, *, 11th, *, prof-specialty, *, *, *, >50K
*, *, 11th, *, prof-specialty, *, *, *, >50K
*, *, 11th, *, prof-specialty, *, *, *, >50K
*, *, 11th, *, prof-specialty, *, *, *, >50K
*, *, 11th, *, prof-specialty, *, *, *, >50K
*, *, 12th, *, exec-managerial, *, *, *, <=50K
*, *, 12th, *, exec-managerial, *, *, *, <=50K
*, *, 12th, *, exec-managerial, *, *, *, >50K
*, *, 12th, *, exec-managerial, *, *, *, >50K
*, *, 12th, *, exec-managerial, *, *, *, >50K
*, *, 12th, *, exec-managerial, *, *, *, >50K
*, *, 12th, *, exec-managerial, *, *, *, >50K
*, *, 12th, *, exec-managerial, *, *, *, >50K
*, *, 12th, *, exec-managerial, *, *, *, >50K
*, *, 12th, *, exec-managerial, *, *, *, >50K
*, *, 12th, *, exec-managerial, *, *, *, >50K
*, *, 12th, *, exec-managerial, *, *, *, >50K
*, *, 12th, *, exec-managerial, *, *, *, >50K
*, *, 12th, *, prof-specialty, *, *, *, <=50K
*, *, 12th, *, prof-specialty, *, *, *, >50K
*, *, 12th, *, prof-specialty, *, *, *, >50K
*, *, 12th, *, prof-specialty, *, *, *, >50K
*, *, 12th, *, prof-specialty, *, *, *, >50K
*, *, 12th, *, prof-specialty, *, *, *, >50K
*, *, 12th, *, prof-specialty, *, *, *, >50K
*, *, 12th, *, prof-specialty, *, *, *, >50K
*, *, 12th, *, prof-specialty, *, *, *, >50K
*, *, 12th, *, prof-specialty, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, <=50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
*, *, hs-grad, *, exec-managerial, *, *, *, >50K
